00:02:11 Log file: logs/train_20250526_000211.log
00:03:36 ✔ Data split: 1957690/279670/559341 rows ➜ splits
00:03:42 train.csv: samples=1957570  class_dist=[609203 731320 617167]
00:03:42 val.csv: samples=279550  class_dist=[90489 94475 94706]
00:03:44 test.csv: samples=559221  class_dist=[183468 190372 185501]
00:03:45 CFG:CFG(csv='/data4/private/rmy/hw/data/BTCUSDT-feature-label.csv', label_col='label', seed=1337, test_pct=0.2, val_pct=0.1, seq_len=120, batch=256, lr=1e-05, epochs=50, patience=3, model='transformer', hidden=256, layers=2, dropout=0.4, nhead=4, resample=True, extra_feats=['rsi_20', 'rsi_30', 'ma_deviation_100', 'momentum_20', 'ma_deviation_20', 'rsi_60', 'momentum_30', 'momentum_60', 'rsi_100', 'rsi_10', 'ma_deviation_10', 'momentum_10', 'momentum_100', 'rsi_5', 'momentum_5', 'ma_deviation_5', 'obv_change', 'direction'], device='cuda')
00:04:22 [train] batch 200/7647 | loss 1.0996 | acc 0.3624
00:28:14 ✔ saved validation confusion matrix → confusion_val/run_20250526_000346/epoch_01.png
00:28:14 Epoch 01 | train 1.0863/0.3879 | val 1.0962/0.3613 | lr 1.00e-05
00:28:14 ✓ save best
00:28:51 [train] batch 200/7647 | loss 1.0826 | acc 0.3943
00:29:28 [train] batch 400/7647 | loss 1.0827 | acc 0.3954
00:30:04 [train] batch 600/7647 | loss 1.0830 | acc 0.3942
00:30:41 [train] batch 800/7647 | loss 1.0828 | acc 0.3945
00:31:17 [train] batch 1000/7647 | loss 1.0829 | acc 0.3946
00:31:54 [train] batch 1200/7647 | loss 1.0829 | acc 0.3942
00:32:30 [train] batch 1400/7647 | loss 1.0826 | acc 0.3950
00:33:07 [train] batch 1600/7647 | loss 1.0827 | acc 0.3945
00:33:44 [train] batch 1800/7647 | loss 1.0828 | acc 0.3944
00:34:21 [train] batch 2000/7647 | loss 1.0826 | acc 0.3945
00:34:57 [train] batch 2200/7647 | loss 1.0828 | acc 0.3938
00:35:34 [train] batch 2400/7647 | loss 1.0828 | acc 0.3936
00:36:11 [train] batch 2600/7647 | loss 1.0828 | acc 0.3935
00:36:48 [train] batch 2800/7647 | loss 1.0829 | acc 0.3934
00:37:25 [train] batch 3000/7647 | loss 1.0828 | acc 0.3937
00:38:01 [train] batch 3200/7647 | loss 1.0829 | acc 0.3936
00:38:38 [train] batch 3400/7647 | loss 1.0829 | acc 0.3936
00:39:15 [train] batch 3600/7647 | loss 1.0829 | acc 0.3935
00:39:52 [train] batch 3800/7647 | loss 1.0829 | acc 0.3934
00:40:28 [train] batch 4000/7647 | loss 1.0829 | acc 0.3934
00:41:05 [train] batch 4200/7647 | loss 1.0828 | acc 0.3933
00:41:42 [train] batch 4400/7647 | loss 1.0829 | acc 0.3934
00:42:19 [train] batch 4600/7647 | loss 1.0829 | acc 0.3932
00:42:55 [train] batch 4800/7647 | loss 1.0828 | acc 0.3934
00:43:32 [train] batch 5000/7647 | loss 1.0827 | acc 0.3936
00:44:09 [train] batch 5200/7647 | loss 1.0827 | acc 0.3935
00:44:46 [train] batch 5400/7647 | loss 1.0827 | acc 0.3934
00:45:23 [train] batch 5600/7647 | loss 1.0827 | acc 0.3934
00:45:59 [train] batch 5800/7647 | loss 1.0827 | acc 0.3933
00:46:36 [train] batch 6000/7647 | loss 1.0827 | acc 0.3934
00:47:13 [train] batch 6200/7647 | loss 1.0827 | acc 0.3934
00:47:50 [train] batch 6400/7647 | loss 1.0826 | acc 0.3935
00:48:27 [train] batch 6600/7647 | loss 1.0826 | acc 0.3935
00:49:03 [train] batch 6800/7647 | loss 1.0826 | acc 0.3935
00:49:40 [train] batch 7000/7647 | loss 1.0826 | acc 0.3936
00:50:17 [train] batch 7200/7647 | loss 1.0826 | acc 0.3936
00:50:54 [train] batch 7400/7647 | loss 1.0825 | acc 0.3936
00:51:30 [train] batch 7600/7647 | loss 1.0826 | acc 0.3936
00:51:39 [train] batch 7647/7647 | loss 1.0826 | acc 0.3935
00:53:04 ✔ saved validation confusion matrix → confusion_val/run_20250526_000346/epoch_02.png
00:53:04 Epoch 02 | train 1.0826/0.3935 | val 1.0952/0.3614 | lr 1.00e-05
00:53:04 ✓ save best
00:53:41 [train] batch 200/7647 | loss 1.0818 | acc 0.3927
00:54:18 [train] batch 400/7647 | loss 1.0812 | acc 0.3949
00:54:55 [train] batch 600/7647 | loss 1.0814 | acc 0.3948
00:55:31 [train] batch 800/7647 | loss 1.0813 | acc 0.3956
00:56:08 [train] batch 1000/7647 | loss 1.0816 | acc 0.3947
00:56:45 [train] batch 1200/7647 | loss 1.0818 | acc 0.3941
00:57:22 [train] batch 1400/7647 | loss 1.0818 | acc 0.3939
00:57:58 [train] batch 1600/7647 | loss 1.0818 | acc 0.3941
00:58:35 [train] batch 1800/7647 | loss 1.0818 | acc 0.3942
00:59:12 [train] batch 2000/7647 | loss 1.0818 | acc 0.3942
00:59:49 [train] batch 2200/7647 | loss 1.0819 | acc 0.3941
01:00:26 [train] batch 2400/7647 | loss 1.0819 | acc 0.3939
01:01:02 [train] batch 2600/7647 | loss 1.0819 | acc 0.3939
01:01:39 [train] batch 2800/7647 | loss 1.0819 | acc 0.3939
01:02:16 [train] batch 3000/7647 | loss 1.0819 | acc 0.3940
01:02:53 [train] batch 3200/7647 | loss 1.0819 | acc 0.3943
01:03:30 [train] batch 3400/7647 | loss 1.0818 | acc 0.3945
01:04:06 [train] batch 3600/7647 | loss 1.0818 | acc 0.3944
01:04:43 [train] batch 3800/7647 | loss 1.0819 | acc 0.3943
01:05:20 [train] batch 4000/7647 | loss 1.0819 | acc 0.3942
01:05:57 [train] batch 4200/7647 | loss 1.0819 | acc 0.3943
01:06:33 [train] batch 4400/7647 | loss 1.0818 | acc 0.3942
01:07:10 [train] batch 4600/7647 | loss 1.0818 | acc 0.3942
01:07:47 [train] batch 4800/7647 | loss 1.0819 | acc 0.3941
01:08:24 [train] batch 5000/7647 | loss 1.0819 | acc 0.3941
01:09:00 [train] batch 5200/7647 | loss 1.0819 | acc 0.3940
01:09:37 [train] batch 5400/7647 | loss 1.0819 | acc 0.3940
01:10:14 [train] batch 5600/7647 | loss 1.0819 | acc 0.3940
01:10:51 [train] batch 5800/7647 | loss 1.0818 | acc 0.3941
01:11:27 [train] batch 6000/7647 | loss 1.0818 | acc 0.3941
01:12:04 [train] batch 6200/7647 | loss 1.0819 | acc 0.3940
01:12:41 [train] batch 6400/7647 | loss 1.0818 | acc 0.3940
01:13:18 [train] batch 6600/7647 | loss 1.0818 | acc 0.3941
01:13:54 [train] batch 6800/7647 | loss 1.0818 | acc 0.3941
01:14:31 [train] batch 7000/7647 | loss 1.0818 | acc 0.3942
01:15:08 [train] batch 7200/7647 | loss 1.0817 | acc 0.3943
01:15:45 [train] batch 7400/7647 | loss 1.0818 | acc 0.3943
01:16:22 [train] batch 7600/7647 | loss 1.0817 | acc 0.3944
01:16:30 [train] batch 7647/7647 | loss 1.0817 | acc 0.3944
01:17:55 ✔ saved validation confusion matrix → confusion_val/run_20250526_000346/epoch_03.png
01:17:55 Epoch 03 | train 1.0817/0.3944 | val 1.0959/0.3616 | lr 1.00e-05
01:17:55 ✓ save best
01:18:32 [train] batch 200/7647 | loss 1.0832 | acc 0.3919
01:19:09 [train] batch 400/7647 | loss 1.0823 | acc 0.3942
01:19:46 [train] batch 600/7647 | loss 1.0820 | acc 0.3950
01:20:22 [train] batch 800/7647 | loss 1.0817 | acc 0.3953
01:20:59 [train] batch 1000/7647 | loss 1.0817 | acc 0.3949
01:21:36 [train] batch 1200/7647 | loss 1.0817 | acc 0.3948
01:22:13 [train] batch 1400/7647 | loss 1.0817 | acc 0.3948
01:22:49 [train] batch 1600/7647 | loss 1.0817 | acc 0.3948
01:23:26 [train] batch 1800/7647 | loss 1.0815 | acc 0.3950
01:24:03 [train] batch 2000/7647 | loss 1.0815 | acc 0.3950
01:24:40 [train] batch 2200/7647 | loss 1.0814 | acc 0.3950
01:25:17 [train] batch 2400/7647 | loss 1.0814 | acc 0.3950
01:25:53 [train] batch 2600/7647 | loss 1.0814 | acc 0.3948
01:26:30 [train] batch 2800/7647 | loss 1.0813 | acc 0.3949
01:27:07 [train] batch 3000/7647 | loss 1.0814 | acc 0.3948
01:27:44 [train] batch 3200/7647 | loss 1.0814 | acc 0.3948
01:28:20 [train] batch 3400/7647 | loss 1.0813 | acc 0.3950
01:28:57 [train] batch 3600/7647 | loss 1.0813 | acc 0.3952
01:29:34 [train] batch 3800/7647 | loss 1.0812 | acc 0.3953
01:30:11 [train] batch 4000/7647 | loss 1.0812 | acc 0.3953
01:30:47 [train] batch 4200/7647 | loss 1.0812 | acc 0.3953
01:31:24 [train] batch 4400/7647 | loss 1.0812 | acc 0.3951
01:32:01 [train] batch 4600/7647 | loss 1.0812 | acc 0.3952
01:32:38 [train] batch 4800/7647 | loss 1.0812 | acc 0.3952
01:33:15 [train] batch 5000/7647 | loss 1.0811 | acc 0.3952
01:33:51 [train] batch 5200/7647 | loss 1.0811 | acc 0.3952
01:34:28 [train] batch 5400/7647 | loss 1.0811 | acc 0.3952
01:35:05 [train] batch 5600/7647 | loss 1.0811 | acc 0.3951
01:35:42 [train] batch 5800/7647 | loss 1.0812 | acc 0.3951
01:36:18 [train] batch 6000/7647 | loss 1.0812 | acc 0.3951
01:36:55 [train] batch 6200/7647 | loss 1.0812 | acc 0.3951
01:37:32 [train] batch 6400/7647 | loss 1.0812 | acc 0.3952
01:38:09 [train] batch 6600/7647 | loss 1.0811 | acc 0.3953
01:38:45 [train] batch 6800/7647 | loss 1.0811 | acc 0.3953
01:39:22 [train] batch 7000/7647 | loss 1.0811 | acc 0.3952
01:39:59 [train] batch 7200/7647 | loss 1.0811 | acc 0.3953
01:40:36 [train] batch 7400/7647 | loss 1.0811 | acc 0.3953
01:41:12 [train] batch 7600/7647 | loss 1.0811 | acc 0.3954
01:41:21 [train] batch 7647/7647 | loss 1.0811 | acc 0.3954
01:42:46 ✔ saved validation confusion matrix → confusion_val/run_20250526_000346/epoch_04.png
01:42:46 Epoch 04 | train 1.0811/0.3954 | val 1.0954/0.3625 | lr 1.00e-05
01:42:46 ✓ save best
01:43:23 [train] batch 200/7647 | loss 1.0799 | acc 0.3965
01:44:00 [train] batch 400/7647 | loss 1.0793 | acc 0.3983
01:44:36 [train] batch 600/7647 | loss 1.0805 | acc 0.3964
01:45:13 [train] batch 800/7647 | loss 1.0806 | acc 0.3960
01:45:50 [train] batch 1000/7647 | loss 1.0806 | acc 0.3963
01:46:27 [train] batch 1200/7647 | loss 1.0808 | acc 0.3960
01:47:03 [train] batch 1400/7647 | loss 1.0809 | acc 0.3959
01:47:40 [train] batch 1600/7647 | loss 1.0809 | acc 0.3961
01:48:17 [train] batch 1800/7647 | loss 1.0809 | acc 0.3958
01:48:54 [train] batch 2000/7647 | loss 1.0809 | acc 0.3956
01:49:30 [train] batch 2200/7647 | loss 1.0810 | acc 0.3951
01:50:07 [train] batch 2400/7647 | loss 1.0810 | acc 0.3952
01:50:44 [train] batch 2600/7647 | loss 1.0809 | acc 0.3953
01:51:21 [train] batch 2800/7647 | loss 1.0809 | acc 0.3953
01:51:57 [train] batch 3000/7647 | loss 1.0808 | acc 0.3956
01:52:34 [train] batch 3200/7647 | loss 1.0808 | acc 0.3955
01:53:11 [train] batch 3400/7647 | loss 1.0808 | acc 0.3954
01:53:48 [train] batch 3600/7647 | loss 1.0809 | acc 0.3953
01:54:25 [train] batch 3800/7647 | loss 1.0808 | acc 0.3953
01:55:01 [train] batch 4000/7647 | loss 1.0808 | acc 0.3954
01:55:38 [train] batch 4200/7647 | loss 1.0808 | acc 0.3954
01:56:15 [train] batch 4400/7647 | loss 1.0808 | acc 0.3954
01:56:52 [train] batch 4600/7647 | loss 1.0807 | acc 0.3956
01:57:28 [train] batch 4800/7647 | loss 1.0806 | acc 0.3958
01:58:05 [train] batch 5000/7647 | loss 1.0806 | acc 0.3958
01:58:42 [train] batch 5200/7647 | loss 1.0806 | acc 0.3958
01:59:19 [train] batch 5400/7647 | loss 1.0807 | acc 0.3958
01:59:55 [train] batch 5600/7647 | loss 1.0807 | acc 0.3957
02:00:32 [train] batch 5800/7647 | loss 1.0807 | acc 0.3957
02:01:09 [train] batch 6000/7647 | loss 1.0808 | acc 0.3955
02:01:46 [train] batch 6200/7647 | loss 1.0807 | acc 0.3955
02:02:23 [train] batch 6400/7647 | loss 1.0807 | acc 0.3956
02:02:59 [train] batch 6600/7647 | loss 1.0807 | acc 0.3956
02:03:36 [train] batch 6800/7647 | loss 1.0807 | acc 0.3956
02:04:13 [train] batch 7000/7647 | loss 1.0807 | acc 0.3957
02:04:50 [train] batch 7200/7647 | loss 1.0807 | acc 0.3956
02:05:26 [train] batch 7400/7647 | loss 1.0807 | acc 0.3957
02:06:03 [train] batch 7600/7647 | loss 1.0807 | acc 0.3958
02:06:12 [train] batch 7647/7647 | loss 1.0807 | acc 0.3958
02:07:36 ✔ saved validation confusion matrix → confusion_val/run_20250526_000346/epoch_05.png
02:07:37 Epoch 05 | train 1.0807/0.3958 | val 1.0961/0.3613 | lr 1.00e-05
02:07:37 ✓ save best
02:08:13 [train] batch 200/7647 | loss 1.0811 | acc 0.3938
02:08:50 [train] batch 400/7647 | loss 1.0806 | acc 0.3958
02:09:27 [train] batch 600/7647 | loss 1.0806 | acc 0.3961
02:10:04 [train] batch 800/7647 | loss 1.0804 | acc 0.3965
02:10:41 [train] batch 1000/7647 | loss 1.0804 | acc 0.3966
02:11:17 [train] batch 1200/7647 | loss 1.0803 | acc 0.3968
02:11:54 [train] batch 1400/7647 | loss 1.0802 | acc 0.3968
02:12:31 [train] batch 1600/7647 | loss 1.0801 | acc 0.3969
02:13:08 [train] batch 1800/7647 | loss 1.0801 | acc 0.3968
02:13:44 [train] batch 2000/7647 | loss 1.0801 | acc 0.3966
02:14:21 [train] batch 2200/7647 | loss 1.0802 | acc 0.3965
02:14:58 [train] batch 2400/7647 | loss 1.0803 | acc 0.3963
02:15:35 [train] batch 2600/7647 | loss 1.0803 | acc 0.3963
02:16:12 [train] batch 2800/7647 | loss 1.0803 | acc 0.3964
02:16:48 [train] batch 3000/7647 | loss 1.0802 | acc 0.3966
02:17:25 [train] batch 3200/7647 | loss 1.0803 | acc 0.3966
02:18:02 [train] batch 3400/7647 | loss 1.0803 | acc 0.3966
02:18:39 [train] batch 3600/7647 | loss 1.0802 | acc 0.3967
02:19:15 [train] batch 3800/7647 | loss 1.0802 | acc 0.3967
02:19:52 [train] batch 4000/7647 | loss 1.0803 | acc 0.3967
02:20:29 [train] batch 4200/7647 | loss 1.0803 | acc 0.3966
02:21:06 [train] batch 4400/7647 | loss 1.0803 | acc 0.3966
02:21:42 [train] batch 4600/7647 | loss 1.0803 | acc 0.3964
02:22:19 [train] batch 4800/7647 | loss 1.0803 | acc 0.3964
02:22:56 [train] batch 5000/7647 | loss 1.0803 | acc 0.3963
02:23:33 [train] batch 5200/7647 | loss 1.0803 | acc 0.3963
02:24:10 [train] batch 5400/7647 | loss 1.0803 | acc 0.3962
02:24:46 [train] batch 5600/7647 | loss 1.0803 | acc 0.3963
02:25:23 [train] batch 5800/7647 | loss 1.0804 | acc 0.3962
02:26:00 [train] batch 6000/7647 | loss 1.0804 | acc 0.3962
02:26:37 [train] batch 6200/7647 | loss 1.0803 | acc 0.3962
02:27:13 [train] batch 6400/7647 | loss 1.0803 | acc 0.3963
02:27:50 [train] batch 6600/7647 | loss 1.0803 | acc 0.3964
02:28:27 [train] batch 6800/7647 | loss 1.0803 | acc 0.3963
02:29:04 [train] batch 7000/7647 | loss 1.0803 | acc 0.3963
02:29:40 [train] batch 7200/7647 | loss 1.0803 | acc 0.3963
02:30:17 [train] batch 7400/7647 | loss 1.0803 | acc 0.3963
02:30:54 [train] batch 7600/7647 | loss 1.0803 | acc 0.3962
02:31:02 [train] batch 7647/7647 | loss 1.0803 | acc 0.3962
02:32:27 ✔ saved validation confusion matrix → confusion_val/run_20250526_000346/epoch_06.png
02:32:27 Epoch 06 | train 1.0803/0.3962 | val 1.0957/0.3652 | lr 5.00e-06
02:32:27 ✓ save best
02:33:04 [train] batch 200/7647 | loss 1.0807 | acc 0.3963
02:33:41 [train] batch 400/7647 | loss 1.0810 | acc 0.3947
02:34:18 [train] batch 600/7647 | loss 1.0804 | acc 0.3960
02:34:54 [train] batch 800/7647 | loss 1.0807 | acc 0.3952
02:35:31 [train] batch 1000/7647 | loss 1.0804 | acc 0.3958
02:36:08 [train] batch 1200/7647 | loss 1.0805 | acc 0.3952
02:36:45 [train] batch 1400/7647 | loss 1.0804 | acc 0.3954
02:37:22 [train] batch 1600/7647 | loss 1.0802 | acc 0.3960
02:37:58 [train] batch 1800/7647 | loss 1.0802 | acc 0.3960
02:38:35 [train] batch 2000/7647 | loss 1.0801 | acc 0.3962
02:39:12 [train] batch 2200/7647 | loss 1.0800 | acc 0.3962
02:39:49 [train] batch 2400/7647 | loss 1.0801 | acc 0.3961
02:40:25 [train] batch 2600/7647 | loss 1.0800 | acc 0.3962
02:41:02 [train] batch 2800/7647 | loss 1.0801 | acc 0.3961
02:41:39 [train] batch 3000/7647 | loss 1.0801 | acc 0.3961
02:42:16 [train] batch 3200/7647 | loss 1.0801 | acc 0.3963
02:42:52 [train] batch 3400/7647 | loss 1.0800 | acc 0.3962
02:43:29 [train] batch 3600/7647 | loss 1.0800 | acc 0.3965
02:44:06 [train] batch 3800/7647 | loss 1.0800 | acc 0.3965
02:44:43 [train] batch 4000/7647 | loss 1.0800 | acc 0.3964
02:45:19 [train] batch 4200/7647 | loss 1.0800 | acc 0.3964
02:45:56 [train] batch 4400/7647 | loss 1.0800 | acc 0.3965
02:46:33 [train] batch 4600/7647 | loss 1.0800 | acc 0.3966
02:47:09 [train] batch 4800/7647 | loss 1.0800 | acc 0.3966
02:47:46 [train] batch 5000/7647 | loss 1.0800 | acc 0.3966
02:48:23 [train] batch 5200/7647 | loss 1.0799 | acc 0.3966
02:49:00 [train] batch 5400/7647 | loss 1.0799 | acc 0.3966
02:49:36 [train] batch 5600/7647 | loss 1.0799 | acc 0.3966
02:50:13 [train] batch 5800/7647 | loss 1.0799 | acc 0.3966
02:50:50 [train] batch 6000/7647 | loss 1.0799 | acc 0.3967
02:51:26 [train] batch 6200/7647 | loss 1.0800 | acc 0.3966
02:52:03 [train] batch 6400/7647 | loss 1.0799 | acc 0.3968
02:52:40 [train] batch 6600/7647 | loss 1.0800 | acc 0.3967
02:53:17 [train] batch 6800/7647 | loss 1.0799 | acc 0.3968
02:53:53 [train] batch 7000/7647 | loss 1.0800 | acc 0.3968
02:54:30 [train] batch 7200/7647 | loss 1.0800 | acc 0.3968
02:55:07 [train] batch 7400/7647 | loss 1.0800 | acc 0.3969
02:55:43 [train] batch 7600/7647 | loss 1.0799 | acc 0.3969
02:55:52 [train] batch 7647/7647 | loss 1.0799 | acc 0.3970
02:57:17 ✔ saved validation confusion matrix → confusion_val/run_20250526_000346/epoch_07.png
02:57:17 Epoch 07 | train 1.0799/0.3970 | val 1.0960/0.3646 | lr 5.00e-06
02:57:17 ✓ save best
02:57:54 [train] batch 200/7647 | loss 1.0793 | acc 0.3984
02:58:30 [train] batch 400/7647 | loss 1.0799 | acc 0.3968
02:59:07 [train] batch 600/7647 | loss 1.0795 | acc 0.3971
02:59:44 [train] batch 800/7647 | loss 1.0798 | acc 0.3971
03:00:20 [train] batch 1000/7647 | loss 1.0796 | acc 0.3973
03:00:57 [train] batch 1200/7647 | loss 1.0798 | acc 0.3968
03:01:34 [train] batch 1400/7647 | loss 1.0797 | acc 0.3970
03:02:10 [train] batch 1600/7647 | loss 1.0796 | acc 0.3972
03:02:47 [train] batch 1800/7647 | loss 1.0797 | acc 0.3968
03:03:24 [train] batch 2000/7647 | loss 1.0796 | acc 0.3965
03:04:01 [train] batch 2200/7647 | loss 1.0796 | acc 0.3969
03:04:37 [train] batch 2400/7647 | loss 1.0795 | acc 0.3970
03:05:14 [train] batch 2600/7647 | loss 1.0796 | acc 0.3971
03:05:51 [train] batch 2800/7647 | loss 1.0796 | acc 0.3972
03:06:27 [train] batch 3000/7647 | loss 1.0796 | acc 0.3973
03:07:04 [train] batch 3200/7647 | loss 1.0795 | acc 0.3975
03:07:41 [train] batch 3400/7647 | loss 1.0796 | acc 0.3973
03:08:18 [train] batch 3600/7647 | loss 1.0795 | acc 0.3975
03:08:54 [train] batch 3800/7647 | loss 1.0795 | acc 0.3975
03:09:31 [train] batch 4000/7647 | loss 1.0795 | acc 0.3975
03:10:08 [train] batch 4200/7647 | loss 1.0795 | acc 0.3975
03:10:44 [train] batch 4400/7647 | loss 1.0795 | acc 0.3976
03:11:21 [train] batch 4600/7647 | loss 1.0795 | acc 0.3976
03:11:58 [train] batch 4800/7647 | loss 1.0795 | acc 0.3976
03:12:34 [train] batch 5000/7647 | loss 1.0795 | acc 0.3975
03:13:11 [train] batch 5200/7647 | loss 1.0795 | acc 0.3976
03:13:48 [train] batch 5400/7647 | loss 1.0795 | acc 0.3976
03:14:24 [train] batch 5600/7647 | loss 1.0795 | acc 0.3977
03:15:01 [train] batch 5800/7647 | loss 1.0796 | acc 0.3977
03:15:38 [train] batch 6000/7647 | loss 1.0796 | acc 0.3977
03:16:13 [train] batch 6200/7647 | loss 1.0796 | acc 0.3976
03:16:25 [train] batch 6400/7647 | loss 1.0796 | acc 0.3976
03:16:32 [train] batch 6600/7647 | loss 1.0796 | acc 0.3975
03:16:39 [train] batch 6800/7647 | loss 1.0796 | acc 0.3975
03:16:45 [train] batch 7000/7647 | loss 1.0796 | acc 0.3974
03:16:52 [train] batch 7200/7647 | loss 1.0796 | acc 0.3974
03:16:59 [train] batch 7400/7647 | loss 1.0796 | acc 0.3974
03:17:05 [train] batch 7600/7647 | loss 1.0796 | acc 0.3974
03:17:07 [train] batch 7647/7647 | loss 1.0796 | acc 0.3974
03:17:20 ✔ saved validation confusion matrix → confusion_val/run_20250526_000346/epoch_08.png
03:17:20 Epoch 08 | train 1.0796/0.3974 | val 1.0951/0.3650 | lr 5.00e-06
03:17:20 ✓ save best
03:17:26 [train] batch 200/7647 | loss 1.0798 | acc 0.3956
03:17:33 [train] batch 400/7647 | loss 1.0792 | acc 0.3973
03:17:40 [train] batch 600/7647 | loss 1.0791 | acc 0.3977
03:17:47 [train] batch 800/7647 | loss 1.0796 | acc 0.3970
03:17:53 [train] batch 1000/7647 | loss 1.0797 | acc 0.3966
03:18:00 [train] batch 1200/7647 | loss 1.0797 | acc 0.3965
03:18:06 [train] batch 1400/7647 | loss 1.0796 | acc 0.3965
03:18:13 [train] batch 1600/7647 | loss 1.0796 | acc 0.3966
03:18:20 [train] batch 1800/7647 | loss 1.0796 | acc 0.3967
03:18:27 [train] batch 2000/7647 | loss 1.0797 | acc 0.3965
03:18:33 [train] batch 2200/7647 | loss 1.0798 | acc 0.3964
03:18:40 [train] batch 2400/7647 | loss 1.0799 | acc 0.3965
03:18:47 [train] batch 2600/7647 | loss 1.0799 | acc 0.3968
03:18:53 [train] batch 2800/7647 | loss 1.0799 | acc 0.3968
03:19:00 [train] batch 3000/7647 | loss 1.0799 | acc 0.3967
03:19:07 [train] batch 3200/7647 | loss 1.0799 | acc 0.3967
03:19:13 [train] batch 3400/7647 | loss 1.0798 | acc 0.3968
03:19:20 [train] batch 3600/7647 | loss 1.0798 | acc 0.3969
03:19:26 [train] batch 3800/7647 | loss 1.0798 | acc 0.3971
03:19:33 [train] batch 4000/7647 | loss 1.0797 | acc 0.3972
03:19:40 [train] batch 4200/7647 | loss 1.0797 | acc 0.3974
03:19:46 [train] batch 4400/7647 | loss 1.0797 | acc 0.3972
03:19:53 [train] batch 4600/7647 | loss 1.0797 | acc 0.3973
03:20:00 [train] batch 4800/7647 | loss 1.0797 | acc 0.3972
03:20:07 [train] batch 5000/7647 | loss 1.0797 | acc 0.3973
03:20:13 [train] batch 5200/7647 | loss 1.0796 | acc 0.3974
03:20:20 [train] batch 5400/7647 | loss 1.0796 | acc 0.3976
