16:44:54 Log file: logs/train_20250525_164454.log
16:45:26 ✔ Data split: 1958081/279725/559453 rows ➜ splits
16:45:28 train.csv: samples=1957961  class_dist=[ 242173 1465142  250766]
16:45:29 val.csv: samples=279605  class_dist=[ 29458 218014  32253]
16:45:29 test.csv: samples=559333  class_dist=[ 68225 420338  70890]
16:45:30 CFG:CFG(csv='/data4/private/rmy/hw/data/BTCUSDT_feature_derived.csv', label_col='label', seed=1337, test_pct=0.2, val_pct=0.1, seq_len=120, batch=256, lr=1e-05, epochs=50, patience=3, model='transformer', hidden=256, layers=2, dropout=0.4, nhead=4, resample=True, extra_feats=None, device='cuda')
16:45:53 [train] batch 200/7649 | loss 1.0790 | acc 0.5414
18:49:11 Epoch 05 | train 1.0454/0.5655 | val 1.0113/0.5662 | lr 5.00e-06
18:49:48 [train] batch 200/7649 | loss 1.0458 | acc 0.5677
18:50:25 [train] batch 400/7649 | loss 1.0453 | acc 0.5679
18:51:02 [train] batch 600/7649 | loss 1.0451 | acc 0.5674
18:51:39 [train] batch 800/7649 | loss 1.0447 | acc 0.5680
18:52:16 [train] batch 1000/7649 | loss 1.0450 | acc 0.5680
18:52:53 [train] batch 1200/7649 | loss 1.0453 | acc 0.5670
18:53:30 [train] batch 1400/7649 | loss 1.0450 | acc 0.5677
18:54:07 [train] batch 1600/7649 | loss 1.0453 | acc 0.5667
18:54:44 [train] batch 1800/7649 | loss 1.0454 | acc 0.5668
18:55:21 [train] batch 2000/7649 | loss 1.0455 | acc 0.5666
18:55:58 [train] batch 2200/7649 | loss 1.0456 | acc 0.5664
18:56:35 [train] batch 2400/7649 | loss 1.0455 | acc 0.5666
18:57:12 [train] batch 2600/7649 | loss 1.0456 | acc 0.5664
18:57:49 [train] batch 2800/7649 | loss 1.0456 | acc 0.5658
18:58:26 [train] batch 3000/7649 | loss 1.0456 | acc 0.5658
18:59:03 [train] batch 3200/7649 | loss 1.0456 | acc 0.5658
18:59:40 [train] batch 3400/7649 | loss 1.0455 | acc 0.5662
19:00:17 [train] batch 3600/7649 | loss 1.0455 | acc 0.5663
19:00:54 [train] batch 3800/7649 | loss 1.0454 | acc 0.5661
19:01:31 [train] batch 4000/7649 | loss 1.0454 | acc 0.5660
19:02:08 [train] batch 4200/7649 | loss 1.0453 | acc 0.5659
19:02:46 [train] batch 4400/7649 | loss 1.0453 | acc 0.5653
19:03:23 [train] batch 4600/7649 | loss 1.0453 | acc 0.5654
19:04:00 [train] batch 4800/7649 | loss 1.0454 | acc 0.5653
19:04:37 [train] batch 5000/7649 | loss 1.0454 | acc 0.5652
19:05:14 [train] batch 5200/7649 | loss 1.0454 | acc 0.5653
19:05:51 [train] batch 5400/7649 | loss 1.0454 | acc 0.5654
19:06:28 [train] batch 5600/7649 | loss 1.0453 | acc 0.5654
19:07:05 [train] batch 5800/7649 | loss 1.0453 | acc 0.5657
19:07:42 [train] batch 6000/7649 | loss 1.0452 | acc 0.5658
19:08:19 [train] batch 6200/7649 | loss 1.0453 | acc 0.5655
19:08:56 [train] batch 6400/7649 | loss 1.0452 | acc 0.5657
19:09:33 [train] batch 6600/7649 | loss 1.0452 | acc 0.5659
19:10:10 [train] batch 6800/7649 | loss 1.0451 | acc 0.5663
19:10:47 [train] batch 7000/7649 | loss 1.0451 | acc 0.5663
19:11:25 [train] batch 7200/7649 | loss 1.0451 | acc 0.5665
19:12:02 [train] batch 7400/7649 | loss 1.0451 | acc 0.5664
19:12:39 [train] batch 7600/7649 | loss 1.0451 | acc 0.5664
19:12:48 [train] batch 7649/7649 | loss 1.0451 | acc 0.5663
19:14:14 ✔ saved validation confusion matrix → confusion_val/run_20250525_164531/epoch_06.png
19:14:14 Epoch 06 | train 1.0451/0.5663 | val 1.0146/0.5460 | lr 5.00e-06
19:14:51 [train] batch 200/7649 | loss 1.0440 | acc 0.5693
19:15:28 [train] batch 400/7649 | loss 1.0439 | acc 0.5687
19:16:05 [train] batch 600/7649 | loss 1.0440 | acc 0.5655
19:16:42 [train] batch 800/7649 | loss 1.0438 | acc 0.5655
19:17:19 [train] batch 1000/7649 | loss 1.0438 | acc 0.5659
19:17:56 [train] batch 1200/7649 | loss 1.0441 | acc 0.5661
19:18:33 [train] batch 1400/7649 | loss 1.0441 | acc 0.5671
19:19:10 [train] batch 1600/7649 | loss 1.0445 | acc 0.5672
19:19:47 [train] batch 1800/7649 | loss 1.0446 | acc 0.5679
19:20:24 [train] batch 2000/7649 | loss 1.0444 | acc 0.5680
19:21:01 [train] batch 2200/7649 | loss 1.0446 | acc 0.5673
19:21:39 [train] batch 2400/7649 | loss 1.0447 | acc 0.5672
19:22:16 [train] batch 2600/7649 | loss 1.0446 | acc 0.5670
19:22:53 [train] batch 2800/7649 | loss 1.0445 | acc 0.5668
19:23:30 [train] batch 3000/7649 | loss 1.0446 | acc 0.5668
19:24:07 [train] batch 3200/7649 | loss 1.0446 | acc 0.5667
19:24:44 [train] batch 3400/7649 | loss 1.0446 | acc 0.5663
19:25:21 [train] batch 3600/7649 | loss 1.0446 | acc 0.5658
19:25:58 [train] batch 3800/7649 | loss 1.0446 | acc 0.5657
19:26:35 [train] batch 4000/7649 | loss 1.0447 | acc 0.5658
19:27:12 [train] batch 4200/7649 | loss 1.0446 | acc 0.5663
19:27:49 [train] batch 4400/7649 | loss 1.0447 | acc 0.5663
19:28:26 [train] batch 4600/7649 | loss 1.0447 | acc 0.5666
19:29:03 [train] batch 4800/7649 | loss 1.0447 | acc 0.5664
19:29:40 [train] batch 5000/7649 | loss 1.0448 | acc 0.5663
19:30:17 [train] batch 5200/7649 | loss 1.0448 | acc 0.5661
19:30:54 [train] batch 5400/7649 | loss 1.0448 | acc 0.5661
19:31:31 [train] batch 5600/7649 | loss 1.0449 | acc 0.5659
19:32:08 [train] batch 5800/7649 | loss 1.0448 | acc 0.5661
19:32:45 [train] batch 6000/7649 | loss 1.0448 | acc 0.5661
19:33:22 [train] batch 6200/7649 | loss 1.0448 | acc 0.5660
19:33:59 [train] batch 6400/7649 | loss 1.0448 | acc 0.5661
19:34:36 [train] batch 6600/7649 | loss 1.0448 | acc 0.5660
19:35:14 [train] batch 6800/7649 | loss 1.0448 | acc 0.5659
19:35:51 [train] batch 7000/7649 | loss 1.0449 | acc 0.5656
19:36:28 [train] batch 7200/7649 | loss 1.0449 | acc 0.5655
19:37:05 [train] batch 7400/7649 | loss 1.0449 | acc 0.5655
19:37:42 [train] batch 7600/7649 | loss 1.0449 | acc 0.5656
19:37:51 [train] batch 7649/7649 | loss 1.0449 | acc 0.5657
19:39:29 ✔ saved validation confusion matrix → confusion_val/run_20250525_164531/epoch_07.png
19:39:29 Epoch 07 | train 1.0449/0.5657 | val 1.0129/0.5629 | lr 5.00e-06
19:39:29 Early-stop
19:39:46 [eval ] batch 200/2185 | loss 1.0844 | acc 0.4004
19:40:03 [eval ] batch 400/2185 | loss 1.0358 | acc 0.5325
19:40:19 [eval ] batch 600/2185 | loss 1.0301 | acc 0.5430
19:40:36 [eval ] batch 800/2185 | loss 1.0399 | acc 0.5228
19:40:53 [eval ] batch 1000/2185 | loss 1.0405 | acc 0.5326
19:41:09 [eval ] batch 1200/2185 | loss 1.0340 | acc 0.5542
19:41:26 [eval ] batch 1400/2185 | loss 1.0389 | acc 0.5380
19:41:43 [eval ] batch 1600/2185 | loss 1.0407 | acc 0.5347
19:41:59 [eval ] batch 1800/2185 | loss 1.0418 | acc 0.5296
19:42:16 [eval ] batch 2000/2185 | loss 1.0402 | acc 0.5252
19:42:31 [eval ] batch 2185/2185 | loss 1.0406 | acc 0.5269
19:42:31 TEST loss/acc 1.0406/0.5269
19:44:47 Confusion matrix saved ➜ confusion_matrix.png


/data4/private/rmy/hw/confusion_val/run_20250525_164531
