22:42:40 Log file: logs/train_20250523_224240.log
22:43:10 ✔ Data split: 1958081/279725/559453 rows ➜ splits
22:43:13 train.csv: samples=1957961  class_dist=[609313 731512 617256]
22:43:13 val.csv: samples=279605  class_dist=[90467 94550 94708]
22:43:13 test.csv: samples=559333  class_dist=[183495 190446 185512]
22:43:19 [train] batch 200/7649 | loss 1.1132 | acc 0.3494
22:44:38 [train] batch 5000/7649 | loss 1.1000 | acc 0.3541
22:44:41 [train] batch 5200/7649 | loss 1.0999 | acc 0.3542
22:44:44 [train] batch 5400/7649 | loss 1.0998 | acc 0.3541
22:44:48 [train] batch 5600/7649 | loss 1.0998 | acc 0.3541
22:44:51 [train] batch 5800/7649 | loss 1.0996 | acc 0.3543
22:44:54 [train] batch 6000/7649 | loss 1.0995 | acc 0.3544
22:44:57 [train] batch 6200/7649 | loss 1.0994 | acc 0.3547
22:45:01 [train] batch 6400/7649 | loss 1.0994 | acc 0.3548
22:45:04 [train] batch 6600/7649 | loss 1.0993 | acc 0.3549
22:45:07 [train] batch 6800/7649 | loss 1.0992 | acc 0.3551
22:45:10 [train] batch 7000/7649 | loss 1.0992 | acc 0.3552
22:45:14 [train] batch 7200/7649 | loss 1.0991 | acc 0.3553
22:45:17 [train] batch 7400/7649 | loss 1.0990 | acc 0.3554
22:45:21 [train] batch 7600/7649 | loss 1.0989 | acc 0.3556
22:45:21 [train] batch 7649/7649 | loss 1.0989 | acc 0.3556
22:45:28 ✔ saved validation confusion matrix → confusion_val/epoch_01.png
22:45:28 Epoch 01 | train 1.0989/0.3556 | val 1.0961/0.3567 | lr 1.00e-05
22:45:28 ✓ save best
22:45:31 [train] batch 200/7649 | loss 1.0967 | acc 0.3586
22:45:35 [train] batch 400/7649 | loss 1.0965 | acc 0.3585
22:45:38 [train] batch 600/7649 | loss 1.0967 | acc 0.3580
22:45:41 [train] batch 800/7649 | loss 1.0965 | acc 0.3590
22:45:44 [train] batch 1000/7649 | loss 1.0965 | acc 0.3595
22:45:48 [train] batch 1200/7649 | loss 1.0964 | acc 0.3594
22:45:51 [train] batch 1400/7649 | loss 1.0963 | acc 0.3588
22:45:54 [train] batch 1600/7649 | loss 1.0962 | acc 0.3599
22:45:58 [train] batch 1800/7649 | loss 1.0962 | acc 0.3604
22:46:01 [train] batch 2000/7649 | loss 1.0962 | acc 0.3606
22:46:04 [train] batch 2200/7649 | loss 1.0961 | acc 0.3611
22:46:08 [train] batch 2400/7649 | loss 1.0961 | acc 0.3618
22:46:11 [train] batch 2600/7649 | loss 1.0961 | acc 0.3618
22:46:15 [train] batch 2800/7649 | loss 1.0961 | acc 0.3619
22:46:18 [train] batch 3000/7649 | loss 1.0960 | acc 0.3621
22:46:21 [train] batch 3200/7649 | loss 1.0960 | acc 0.3620
22:46:25 [train] batch 3400/7649 | loss 1.0960 | acc 0.3621
22:46:28 [train] batch 3600/7649 | loss 1.0960 | acc 0.3622
22:46:31 [train] batch 3800/7649 | loss 1.0960 | acc 0.3622
22:46:35 [train] batch 4000/7649 | loss 1.0960 | acc 0.3622
22:46:38 [train] batch 4200/7649 | loss 1.0959 | acc 0.3623
22:46:42 [train] batch 4400/7649 | loss 1.0959 | acc 0.3624
22:46:45 [train] batch 4600/7649 | loss 1.0959 | acc 0.3624
22:46:48 [train] batch 4800/7649 | loss 1.0959 | acc 0.3626
22:46:52 [train] batch 5000/7649 | loss 1.0959 | acc 0.3626
22:46:55 [train] batch 5200/7649 | loss 1.0959 | acc 0.3626
22:46:58 [train] batch 5400/7649 | loss 1.0958 | acc 0.3628
22:47:02 [train] batch 5600/7649 | loss 1.0958 | acc 0.3628
22:47:05 [train] batch 5800/7649 | loss 1.0958 | acc 0.3628
22:47:08 [train] batch 6000/7649 | loss 1.0958 | acc 0.3628
22:47:12 [train] batch 6200/7649 | loss 1.0958 | acc 0.3628
22:47:15 [train] batch 6400/7649 | loss 1.0958 | acc 0.3629
22:47:19 [train] batch 6600/7649 | loss 1.0957 | acc 0.3630
22:47:22 [train] batch 6800/7649 | loss 1.0957 | acc 0.3631
22:47:26 [train] batch 7000/7649 | loss 1.0957 | acc 0.3632
22:47:29 [train] batch 7200/7649 | loss 1.0957 | acc 0.3631
22:47:32 [train] batch 7400/7649 | loss 1.0957 | acc 0.3633
22:47:36 [train] batch 7600/7649 | loss 1.0956 | acc 0.3633
22:47:37 [train] batch 7649/7649 | loss 1.0956 | acc 0.3633
22:47:43 ✔ saved validation confusion matrix → confusion_val/epoch_02.png
22:47:43 Epoch 02 | train 1.0956/0.3633 | val 1.0961/0.3566 | lr 1.00e-05
22:47:47 [train] batch 200/7649 | loss 1.0954 | acc 0.3707
22:47:50 [train] batch 400/7649 | loss 1.0955 | acc 0.3689
22:47:54 [train] batch 600/7649 | loss 1.0953 | acc 0.3677
22:47:57 [train] batch 800/7649 | loss 1.0953 | acc 0.3675
22:48:00 [train] batch 1000/7649 | loss 1.0952 | acc 0.3678
22:48:04 [train] batch 1200/7649 | loss 1.0952 | acc 0.3674
22:48:07 [train] batch 1400/7649 | loss 1.0951 | acc 0.3679
22:48:10 [train] batch 1600/7649 | loss 1.0951 | acc 0.3677
22:48:14 [train] batch 1800/7649 | loss 1.0950 | acc 0.3679
22:48:17 [train] batch 2000/7649 | loss 1.0950 | acc 0.3680
22:48:20 [train] batch 2200/7649 | loss 1.0950 | acc 0.3680
22:48:24 [train] batch 2400/7649 | loss 1.0950 | acc 0.3680
22:48:27 [train] batch 2600/7649 | loss 1.0950 | acc 0.3681
22:48:31 [train] batch 2800/7649 | loss 1.0949 | acc 0.3681
22:48:34 [train] batch 3000/7649 | loss 1.0949 | acc 0.3681
22:48:37 [train] batch 3200/7649 | loss 1.0949 | acc 0.3679
22:48:40 [train] batch 3400/7649 | loss 1.0948 | acc 0.3679
22:48:44 [train] batch 3600/7649 | loss 1.0948 | acc 0.3681
22:48:47 [train] batch 3800/7649 | loss 1.0948 | acc 0.3682
22:48:50 [train] batch 4000/7649 | loss 1.0948 | acc 0.3680
22:48:53 [train] batch 4200/7649 | loss 1.0948 | acc 0.3680
22:48:57 [train] batch 4400/7649 | loss 1.0948 | acc 0.3681
22:49:00 [train] batch 4600/7649 | loss 1.0949 | acc 0.3680
22:49:03 [train] batch 4800/7649 | loss 1.0949 | acc 0.3679
22:49:06 [train] batch 5000/7649 | loss 1.0948 | acc 0.3679
22:49:10 [train] batch 5200/7649 | loss 1.0948 | acc 0.3679
22:49:13 [train] batch 5400/7649 | loss 1.0949 | acc 0.3677
22:49:16 [train] batch 5600/7649 | loss 1.0949 | acc 0.3676
22:49:19 [train] batch 5800/7649 | loss 1.0949 | acc 0.3676
22:49:23 [train] batch 6000/7649 | loss 1.0948 | acc 0.3677
22:49:26 [train] batch 6200/7649 | loss 1.0948 | acc 0.3678
22:49:29 [train] batch 6400/7649 | loss 1.0948 | acc 0.3678
22:49:33 [train] batch 6600/7649 | loss 1.0948 | acc 0.3678
22:49:36 [train] batch 6800/7649 | loss 1.0948 | acc 0.3679
22:49:39 [train] batch 7000/7649 | loss 1.0948 | acc 0.3678
22:49:43 [train] batch 7200/7649 | loss 1.0948 | acc 0.3678
22:49:46 [train] batch 7400/7649 | loss 1.0948 | acc 0.3678
22:49:49 [train] batch 7600/7649 | loss 1.0948 | acc 0.3679
22:49:50 [train] batch 7649/7649 | loss 1.0948 | acc 0.3678
22:49:57 ✔ saved validation confusion matrix → confusion_val/epoch_03.png
22:49:57 Epoch 03 | train 1.0948/0.3678 | val 1.0964/0.3571 | lr 1.00e-05
22:49:57 ✓ save best
22:50:00 [train] batch 200/7649 | loss 1.0948 | acc 0.3653
22:50:04 [train] batch 400/7649 | loss 1.0943 | acc 0.3699
22:50:07 [train] batch 600/7649 | loss 1.0943 | acc 0.3701
22:50:10 [train] batch 800/7649 | loss 1.0945 | acc 0.3695
22:50:13 [train] batch 1000/7649 | loss 1.0945 | acc 0.3693
22:50:17 [train] batch 1200/7649 | loss 1.0946 | acc 0.3681
22:50:20 [train] batch 1400/7649 | loss 1.0946 | acc 0.3686
22:50:23 [train] batch 1600/7649 | loss 1.0946 | acc 0.3684
22:50:27 [train] batch 1800/7649 | loss 1.0947 | acc 0.3683
22:50:30 [train] batch 2000/7649 | loss 1.0948 | acc 0.3680
22:50:34 [train] batch 2200/7649 | loss 1.0948 | acc 0.3680
22:50:37 [train] batch 2400/7649 | loss 1.0948 | acc 0.3682
22:50:40 [train] batch 2600/7649 | loss 1.0948 | acc 0.3680
22:50:44 [train] batch 2800/7649 | loss 1.0948 | acc 0.3681
22:50:47 [train] batch 3000/7649 | loss 1.0947 | acc 0.3686
22:50:50 [train] batch 3200/7649 | loss 1.0947 | acc 0.3688
22:50:54 [train] batch 3400/7649 | loss 1.0946 | acc 0.3689
22:50:57 [train] batch 3600/7649 | loss 1.0946 | acc 0.3689
22:51:00 [train] batch 3800/7649 | loss 1.0946 | acc 0.3689
22:51:04 [train] batch 4000/7649 | loss 1.0946 | acc 0.3688
22:51:07 [train] batch 4200/7649 | loss 1.0946 | acc 0.3687
22:51:11 [train] batch 4400/7649 | loss 1.0946 | acc 0.3686
22:51:14 [train] batch 4600/7649 | loss 1.0946 | acc 0.3686
22:51:17 [train] batch 4800/7649 | loss 1.0946 | acc 0.3685
22:51:21 [train] batch 5000/7649 | loss 1.0946 | acc 0.3685
22:51:24 [train] batch 5200/7649 | loss 1.0946 | acc 0.3685
22:51:27 [train] batch 5400/7649 | loss 1.0946 | acc 0.3686
22:51:31 [train] batch 5600/7649 | loss 1.0946 | acc 0.3684
22:51:34 [train] batch 5800/7649 | loss 1.0946 | acc 0.3684
22:51:37 [train] batch 6000/7649 | loss 1.0946 | acc 0.3683
22:51:41 [train] batch 6200/7649 | loss 1.0946 | acc 0.3683
22:51:44 [train] batch 6400/7649 | loss 1.0946 | acc 0.3684
22:51:48 [train] batch 6600/7649 | loss 1.0946 | acc 0.3685
22:51:51 [train] batch 6800/7649 | loss 1.0946 | acc 0.3686
22:51:54 [train] batch 7000/7649 | loss 1.0946 | acc 0.3687
22:51:58 [train] batch 7200/7649 | loss 1.0946 | acc 0.3688
22:52:01 [train] batch 7400/7649 | loss 1.0946 | acc 0.3688
22:52:04 [train] batch 7600/7649 | loss 1.0945 | acc 0.3687
22:52:05 [train] batch 7649/7649 | loss 1.0945 | acc 0.3687
22:52:12 ✔ saved validation confusion matrix → confusion_val/epoch_04.png
22:52:12 Epoch 04 | train 1.0945/0.3687 | val 1.0963/0.3574 | lr 1.00e-05
22:52:12 ✓ save best
22:52:15 [train] batch 200/7649 | loss 1.0939 | acc 0.3712
22:52:19 [train] batch 400/7649 | loss 1.0942 | acc 0.3697
22:52:22 [train] batch 600/7649 | loss 1.0942 | acc 0.3704
22:52:25 [train] batch 800/7649 | loss 1.0944 | acc 0.3693
22:52:29 [train] batch 1000/7649 | loss 1.0944 | acc 0.3694
22:52:32 [train] batch 1200/7649 | loss 1.0944 | acc 0.3698
22:52:35 [train] batch 1400/7649 | loss 1.0944 | acc 0.3690
22:52:38 [train] batch 1600/7649 | loss 1.0944 | acc 0.3690
22:52:42 [train] batch 1800/7649 | loss 1.0945 | acc 0.3688
22:52:45 [train] batch 2000/7649 | loss 1.0945 | acc 0.3688
22:52:49 [train] batch 2200/7649 | loss 1.0945 | acc 0.3685
22:52:52 [train] batch 2400/7649 | loss 1.0944 | acc 0.3688
22:52:55 [train] batch 2600/7649 | loss 1.0945 | acc 0.3689
22:52:58 [train] batch 2800/7649 | loss 1.0944 | acc 0.3694
22:53:02 [train] batch 3000/7649 | loss 1.0944 | acc 0.3696
22:53:05 [train] batch 3200/7649 | loss 1.0944 | acc 0.3697
22:53:08 [train] batch 3400/7649 | loss 1.0943 | acc 0.3698
22:53:11 [train] batch 3600/7649 | loss 1.0943 | acc 0.3699
22:53:15 [train] batch 3800/7649 | loss 1.0944 | acc 0.3696
22:53:18 [train] batch 4000/7649 | loss 1.0943 | acc 0.3698
22:53:21 [train] batch 4200/7649 | loss 1.0943 | acc 0.3698
22:53:24 [train] batch 4400/7649 | loss 1.0943 | acc 0.3694
22:53:28 [train] batch 4600/7649 | loss 1.0943 | acc 0.3693
22:53:31 [train] batch 4800/7649 | loss 1.0943 | acc 0.3693
22:53:34 [train] batch 5000/7649 | loss 1.0944 | acc 0.3692
22:53:37 [train] batch 5200/7649 | loss 1.0944 | acc 0.3691
22:53:41 [train] batch 5400/7649 | loss 1.0944 | acc 0.3690
22:53:44 [train] batch 5600/7649 | loss 1.0944 | acc 0.3690
22:53:47 [train] batch 5800/7649 | loss 1.0944 | acc 0.3690
22:53:51 [train] batch 6000/7649 | loss 1.0944 | acc 0.3691
22:53:54 [train] batch 6200/7649 | loss 1.0944 | acc 0.3691
22:53:57 [train] batch 6400/7649 | loss 1.0944 | acc 0.3691
22:54:01 [train] batch 6600/7649 | loss 1.0944 | acc 0.3691
22:54:04 [train] batch 6800/7649 | loss 1.0944 | acc 0.3691
22:54:07 [train] batch 7000/7649 | loss 1.0943 | acc 0.3692
22:54:11 [train] batch 7200/7649 | loss 1.0943 | acc 0.3693
22:54:14 [train] batch 7400/7649 | loss 1.0943 | acc 0.3693
22:54:17 [train] batch 7600/7649 | loss 1.0943 | acc 0.3694
22:54:18 [train] batch 7649/7649 | loss 1.0943 | acc 0.3694
22:54:25 ✔ saved validation confusion matrix → confusion_val/epoch_05.png
22:54:25 Epoch 05 | train 1.0943/0.3694 | val 1.0975/0.3563 | lr 5.00e-06
22:54:29 [train] batch 200/7649 | loss 1.0937 | acc 0.3734
22:54:32 [train] batch 400/7649 | loss 1.0936 | acc 0.3728
22:54:35 [train] batch 600/7649 | loss 1.0938 | acc 0.3725
22:54:39 [train] batch 800/7649 | loss 1.0937 | acc 0.3731
22:54:42 [train] batch 1000/7649 | loss 1.0938 | acc 0.3735
22:54:45 [train] batch 1200/7649 | loss 1.0939 | acc 0.3724
22:54:49 [train] batch 1400/7649 | loss 1.0940 | acc 0.3719
22:54:52 [train] batch 1600/7649 | loss 1.0941 | acc 0.3712
22:54:56 [train] batch 1800/7649 | loss 1.0941 | acc 0.3709
22:54:59 [train] batch 2000/7649 | loss 1.0941 | acc 0.3706
22:55:02 [train] batch 2200/7649 | loss 1.0941 | acc 0.3710
22:55:06 [train] batch 2400/7649 | loss 1.0940 | acc 0.3708
22:55:09 [train] batch 2600/7649 | loss 1.0941 | acc 0.3707
22:55:12 [train] batch 2800/7649 | loss 1.0941 | acc 0.3707
22:55:16 [train] batch 3000/7649 | loss 1.0941 | acc 0.3707
22:55:19 [train] batch 3200/7649 | loss 1.0941 | acc 0.3705
22:55:22 [train] batch 3400/7649 | loss 1.0941 | acc 0.3705
22:55:26 [train] batch 3600/7649 | loss 1.0942 | acc 0.3703
22:55:29 [train] batch 3800/7649 | loss 1.0941 | acc 0.3702
22:55:32 [train] batch 4000/7649 | loss 1.0941 | acc 0.3701
22:55:36 [train] batch 4200/7649 | loss 1.0941 | acc 0.3700
22:55:39 [train] batch 4400/7649 | loss 1.0941 | acc 0.3699
22:55:42 [train] batch 4600/7649 | loss 1.0941 | acc 0.3701
22:55:46 [train] batch 4800/7649 | loss 1.0941 | acc 0.3702
22:55:49 [train] batch 5000/7649 | loss 1.0941 | acc 0.3702
22:55:52 [train] batch 5200/7649 | loss 1.0941 | acc 0.3702
22:55:56 [train] batch 5400/7649 | loss 1.0941 | acc 0.3702
22:55:59 [train] batch 5600/7649 | loss 1.0941 | acc 0.3703
22:56:02 [train] batch 5800/7649 | loss 1.0941 | acc 0.3704
22:56:06 [train] batch 6000/7649 | loss 1.0941 | acc 0.3704
22:56:09 [train] batch 6200/7649 | loss 1.0941 | acc 0.3703
22:56:12 [train] batch 6400/7649 | loss 1.0941 | acc 0.3702
22:56:16 [train] batch 6600/7649 | loss 1.0941 | acc 0.3703
22:56:19 [train] batch 6800/7649 | loss 1.0941 | acc 0.3702
22:56:22 [train] batch 7000/7649 | loss 1.0941 | acc 0.3703
22:56:26 [train] batch 7200/7649 | loss 1.0941 | acc 0.3702
22:56:29 [train] batch 7400/7649 | loss 1.0941 | acc 0.3702
22:56:32 [train] batch 7600/7649 | loss 1.0941 | acc 0.3702
22:56:33 [train] batch 7649/7649 | loss 1.0941 | acc 0.3702
22:56:40 ✔ saved validation confusion matrix → confusion_val/epoch_06.png
22:56:40 Epoch 06 | train 1.0941/0.3702 | val 1.0969/0.3570 | lr 5.00e-06
22:56:43 [train] batch 200/7649 | loss 1.0944 | acc 0.3708
22:56:46 [train] batch 400/7649 | loss 1.0941 | acc 0.3713
22:56:50 [train] batch 600/7649 | loss 1.0944 | acc 0.3712
22:56:53 [train] batch 800/7649 | loss 1.0943 | acc 0.3708
22:56:56 [train] batch 1000/7649 | loss 1.0942 | acc 0.3708
22:57:00 [train] batch 1200/7649 | loss 1.0942 | acc 0.3715
22:57:03 [train] batch 1400/7649 | loss 1.0942 | acc 0.3713
22:57:06 [train] batch 1600/7649 | loss 1.0942 | acc 0.3712
22:57:09 [train] batch 1800/7649 | loss 1.0942 | acc 0.3708
22:57:13 [train] batch 2000/7649 | loss 1.0942 | acc 0.3709
22:57:16 [train] batch 2200/7649 | loss 1.0941 | acc 0.3711
22:57:19 [train] batch 2400/7649 | loss 1.0941 | acc 0.3712
22:57:23 [train] batch 2600/7649 | loss 1.0940 | acc 0.3714
22:57:26 [train] batch 2800/7649 | loss 1.0940 | acc 0.3715
22:57:29 [train] batch 3000/7649 | loss 1.0940 | acc 0.3714
22:57:32 [train] batch 3200/7649 | loss 1.0940 | acc 0.3715
22:57:36 [train] batch 3400/7649 | loss 1.0939 | acc 0.3717
22:57:39 [train] batch 3600/7649 | loss 1.0939 | acc 0.3718
22:57:42 [train] batch 3800/7649 | loss 1.0939 | acc 0.3719
22:57:45 [train] batch 4000/7649 | loss 1.0939 | acc 0.3718
22:57:49 [train] batch 4200/7649 | loss 1.0940 | acc 0.3716
22:57:52 [train] batch 4400/7649 | loss 1.0940 | acc 0.3715
22:57:55 [train] batch 4600/7649 | loss 1.0940 | acc 0.3714
22:57:59 [train] batch 4800/7649 | loss 1.0940 | acc 0.3713
22:58:02 [train] batch 5000/7649 | loss 1.0940 | acc 0.3711
22:58:05 [train] batch 5200/7649 | loss 1.0940 | acc 0.3711
22:58:09 [train] batch 5400/7649 | loss 1.0940 | acc 0.3713
22:58:12 [train] batch 5600/7649 | loss 1.0940 | acc 0.3713
22:58:15 [train] batch 5800/7649 | loss 1.0940 | acc 0.3713
22:58:19 [train] batch 6000/7649 | loss 1.0940 | acc 0.3713
22:58:22 [train] batch 6200/7649 | loss 1.0940 | acc 0.3713
22:58:25 [train] batch 6400/7649 | loss 1.0940 | acc 0.3712
22:58:29 [train] batch 6600/7649 | loss 1.0940 | acc 0.3711
22:58:32 [train] batch 6800/7649 | loss 1.0940 | acc 0.3711
22:58:35 [train] batch 7000/7649 | loss 1.0940 | acc 0.3712
22:58:38 [train] batch 7200/7649 | loss 1.0940 | acc 0.3711
22:58:42 [train] batch 7400/7649 | loss 1.0940 | acc 0.3712
22:58:45 [train] batch 7600/7649 | loss 1.0940 | acc 0.3711
22:58:46 [train] batch 7649/7649 | loss 1.0940 | acc 0.3711
22:58:53 ✔ saved validation confusion matrix → confusion_val/epoch_07.png
22:58:53 Epoch 07 | train 1.0940/0.3711 | val 1.0962/0.3571 | lr 5.00e-06
22:58:56 [train] batch 200/7649 | loss 1.0949 | acc 0.3665
22:59:00 [train] batch 400/7649 | loss 1.0944 | acc 0.3685
22:59:03 [train] batch 600/7649 | loss 1.0941 | acc 0.3696
22:59:07 [train] batch 800/7649 | loss 1.0941 | acc 0.3693
22:59:10 [train] batch 1000/7649 | loss 1.0940 | acc 0.3699
22:59:13 [train] batch 1200/7649 | loss 1.0939 | acc 0.3704
22:59:17 [train] batch 1400/7649 | loss 1.0939 | acc 0.3704
22:59:20 [train] batch 1600/7649 | loss 1.0939 | acc 0.3703
22:59:23 [train] batch 1800/7649 | loss 1.0939 | acc 0.3702
22:59:27 [train] batch 2000/7649 | loss 1.0939 | acc 0.3700
22:59:30 [train] batch 2200/7649 | loss 1.0940 | acc 0.3700
22:59:33 [train] batch 2400/7649 | loss 1.0940 | acc 0.3698
22:59:37 [train] batch 2600/7649 | loss 1.0940 | acc 0.3697
22:59:40 [train] batch 2800/7649 | loss 1.0941 | acc 0.3696
22:59:43 [train] batch 3000/7649 | loss 1.0940 | acc 0.3695
22:59:47 [train] batch 3200/7649 | loss 1.0940 | acc 0.3697
22:59:50 [train] batch 3400/7649 | loss 1.0940 | acc 0.3698
22:59:53 [train] batch 3600/7649 | loss 1.0940 | acc 0.3699
22:59:57 [train] batch 3800/7649 | loss 1.0940 | acc 0.3700
23:00:00 [train] batch 4000/7649 | loss 1.0940 | acc 0.3701
23:00:03 [train] batch 4200/7649 | loss 1.0940 | acc 0.3701
23:00:07 [train] batch 4400/7649 | loss 1.0940 | acc 0.3702
23:00:10 [train] batch 4600/7649 | loss 1.0940 | acc 0.3704
23:00:13 [train] batch 4800/7649 | loss 1.0940 | acc 0.3704
23:00:17 [train] batch 5000/7649 | loss 1.0940 | acc 0.3706
23:00:20 [train] batch 5200/7649 | loss 1.0940 | acc 0.3708
23:00:24 [train] batch 5400/7649 | loss 1.0939 | acc 0.3708
23:00:27 [train] batch 5600/7649 | loss 1.0939 | acc 0.3710
23:00:30 [train] batch 5800/7649 | loss 1.0939 | acc 0.3710
23:00:34 [train] batch 6000/7649 | loss 1.0939 | acc 0.3710
23:00:37 [train] batch 6200/7649 | loss 1.0939 | acc 0.3710
23:00:40 [train] batch 6400/7649 | loss 1.0939 | acc 0.3709
23:00:44 [train] batch 6600/7649 | loss 1.0940 | acc 0.3709
23:00:47 [train] batch 6800/7649 | loss 1.0940 | acc 0.3708
23:00:50 [train] batch 7000/7649 | loss 1.0940 | acc 0.3707
23:00:54 [train] batch 7200/7649 | loss 1.0940 | acc 0.3707
23:00:57 [train] batch 7400/7649 | loss 1.0940 | acc 0.3707
23:01:00 [train] batch 7600/7649 | loss 1.0940 | acc 0.3708
23:01:01 [train] batch 7649/7649 | loss 1.0940 | acc 0.3708
23:01:08 ✔ saved validation confusion matrix → confusion_val/epoch_08.png
23:01:08 Epoch 08 | train 1.0940/0.3708 | val 1.0966/0.3573 | lr 5.00e-06
23:01:11 [train] batch 200/7649 | loss 1.0941 | acc 0.3708
23:01:15 [train] batch 400/7649 | loss 1.0937 | acc 0.3718
23:01:18 [train] batch 600/7649 | loss 1.0938 | acc 0.3706
23:01:21 [train] batch 800/7649 | loss 1.0938 | acc 0.3703
23:01:25 [train] batch 1000/7649 | loss 1.0938 | acc 0.3711
23:01:28 [train] batch 1200/7649 | loss 1.0939 | acc 0.3709
23:01:31 [train] batch 1400/7649 | loss 1.0939 | acc 0.3713
23:01:35 [train] batch 1600/7649 | loss 1.0939 | acc 0.3714
23:01:38 [train] batch 1800/7649 | loss 1.0939 | acc 0.3712
23:01:41 [train] batch 2000/7649 | loss 1.0940 | acc 0.3712
23:01:44 [train] batch 2200/7649 | loss 1.0940 | acc 0.3713
23:01:48 [train] batch 2400/7649 | loss 1.0940 | acc 0.3712
23:01:51 [train] batch 2600/7649 | loss 1.0940 | acc 0.3710
23:01:54 [train] batch 2800/7649 | loss 1.0940 | acc 0.3708
23:01:58 [train] batch 3000/7649 | loss 1.0940 | acc 0.3709
23:02:01 [train] batch 3200/7649 | loss 1.0940 | acc 0.3710
23:02:04 [train] batch 3400/7649 | loss 1.0940 | acc 0.3710
23:02:07 [train] batch 3600/7649 | loss 1.0940 | acc 0.3710
23:02:11 [train] batch 3800/7649 | loss 1.0940 | acc 0.3708
23:02:14 [train] batch 4000/7649 | loss 1.0940 | acc 0.3709
23:02:17 [train] batch 4200/7649 | loss 1.0940 | acc 0.3711
23:02:20 [train] batch 4400/7649 | loss 1.0940 | acc 0.3712
23:02:24 [train] batch 4600/7649 | loss 1.0940 | acc 0.3712
23:02:27 [train] batch 4800/7649 | loss 1.0940 | acc 0.3712
23:02:30 [train] batch 5000/7649 | loss 1.0940 | acc 0.3711
23:02:34 [train] batch 5200/7649 | loss 1.0940 | acc 0.3709
23:02:37 [train] batch 5400/7649 | loss 1.0940 | acc 0.3710
23:02:40 [train] batch 5600/7649 | loss 1.0940 | acc 0.3708
23:02:44 [train] batch 5800/7649 | loss 1.0940 | acc 0.3708
23:02:47 [train] batch 6000/7649 | loss 1.0940 | acc 0.3706
23:02:50 [train] batch 6200/7649 | loss 1.0940 | acc 0.3706
23:02:54 [train] batch 6400/7649 | loss 1.0940 | acc 0.3706
23:02:57 [train] batch 6600/7649 | loss 1.0940 | acc 0.3706
23:03:00 [train] batch 6800/7649 | loss 1.0940 | acc 0.3706
23:03:04 [train] batch 7000/7649 | loss 1.0940 | acc 0.3707
23:03:07 [train] batch 7200/7649 | loss 1.0940 | acc 0.3708
23:03:10 [train] batch 7400/7649 | loss 1.0940 | acc 0.3708
23:03:14 [train] batch 7600/7649 | loss 1.0940 | acc 0.3708
23:03:15 [train] batch 7649/7649 | loss 1.0940 | acc 0.3709
23:03:22 ✔ saved validation confusion matrix → confusion_val/epoch_09.png
23:03:22 Epoch 09 | train 1.0940/0.3709 | val 1.0964/0.3582 | lr 2.50e-06
23:03:22 ✓ save best
23:03:26 [train] batch 200/7649 | loss 1.0945 | acc 0.3681
23:03:29 [train] batch 400/7649 | loss 1.0941 | acc 0.3688
23:03:32 [train] batch 600/7649 | loss 1.0940 | acc 0.3703
23:03:36 [train] batch 800/7649 | loss 1.0940 | acc 0.3704
23:03:39 [train] batch 1000/7649 | loss 1.0940 | acc 0.3705
23:03:42 [train] batch 1200/7649 | loss 1.0940 | acc 0.3708
