20:05:46 Log file: logs/train_20250524_200546.log
20:06:18 ✔ Data split: 1958081/279725/559453 rows ➜ splits
20:06:21 train.csv: samples=1957961  class_dist=[ 242173 1465142  250766]
20:06:21 val.csv: samples=279605  class_dist=[ 29458 218014  32253]
20:06:22 test.csv: samples=559333  class_dist=[ 68225 420338  70890]
20:06:27 [train] batch 200/7649 | loss 1.0934 | acc 0.2704
20:09:04 [train] batch 1800/7649 | loss 1.0466 | acc 0.3340
20:09:08 [train] batch 2000/7649 | loss 1.0465 | acc 0.3343
20:09:11 [train] batch 2200/7649 | loss 1.0468 | acc 0.3341
20:09:14 [train] batch 2400/7649 | loss 1.0469 | acc 0.3342
20:09:17 [train] batch 2600/7649 | loss 1.0469 | acc 0.3343
20:09:21 [train] batch 2800/7649 | loss 1.0469 | acc 0.3347
20:09:24 [train] batch 3000/7649 | loss 1.0468 | acc 0.3349
20:09:27 [train] batch 3200/7649 | loss 1.0468 | acc 0.3349
20:09:31 [train] batch 3400/7649 | loss 1.0466 | acc 0.3355
20:09:34 [train] batch 3600/7649 | loss 1.0467 | acc 0.3356
20:09:37 [train] batch 3800/7649 | loss 1.0466 | acc 0.3354
20:09:41 [train] batch 4000/7649 | loss 1.0466 | acc 0.3355
20:09:44 [train] batch 4200/7649 | loss 1.0466 | acc 0.3354
20:09:47 [train] batch 4400/7649 | loss 1.0466 | acc 0.3352
20:09:50 [train] batch 4600/7649 | loss 1.0465 | acc 0.3355
20:09:54 [train] batch 4800/7649 | loss 1.0464 | acc 0.3355
20:09:57 [train] batch 5000/7649 | loss 1.0464 | acc 0.3354
20:10:00 [train] batch 5200/7649 | loss 1.0464 | acc 0.3355
20:10:04 [train] batch 5400/7649 | loss 1.0464 | acc 0.3356
20:10:07 [train] batch 5600/7649 | loss 1.0465 | acc 0.3354
20:10:10 [train] batch 5800/7649 | loss 1.0464 | acc 0.3355
20:10:13 [train] batch 6000/7649 | loss 1.0464 | acc 0.3355
20:10:17 [train] batch 6200/7649 | loss 1.0464 | acc 0.3356
20:10:20 [train] batch 6400/7649 | loss 1.0464 | acc 0.3355
20:10:23 [train] batch 6600/7649 | loss 1.0463 | acc 0.3354
20:10:27 [train] batch 6800/7649 | loss 1.0463 | acc 0.3354
20:10:30 [train] batch 7000/7649 | loss 1.0463 | acc 0.3354
20:10:33 [train] batch 7200/7649 | loss 1.0462 | acc 0.3357
20:10:37 [train] batch 7400/7649 | loss 1.0462 | acc 0.3357
20:10:40 [train] batch 7600/7649 | loss 1.0462 | acc 0.3359
20:10:41 [train] batch 7649/7649 | loss 1.0462 | acc 0.3358
20:10:47 ✔ saved validation confusion matrix → confusion_val/run_20250524_200623/epoch_02.png
20:10:47 Epoch 02 | train 1.0462/0.3358 | val 1.0487/0.2895 | lr 1.00e-05
20:10:51 [train] batch 200/7649 | loss 1.0443 | acc 0.3421
20:10:54 [train] batch 400/7649 | loss 1.0460 | acc 0.3397
20:10:57 [train] batch 600/7649 | loss 1.0461 | acc 0.3390
20:11:01 [train] batch 800/7649 | loss 1.0463 | acc 0.3397
20:11:04 [train] batch 1000/7649 | loss 1.0466 | acc 0.3388
20:11:07 [train] batch 1200/7649 | loss 1.0462 | acc 0.3387
20:11:10 [train] batch 1400/7649 | loss 1.0460 | acc 0.3376
20:11:14 [train] batch 1600/7649 | loss 1.0460 | acc 0.3377
20:11:17 [train] batch 1800/7649 | loss 1.0457 | acc 0.3385
20:11:20 [train] batch 2000/7649 | loss 1.0455 | acc 0.3377
20:11:24 [train] batch 2200/7649 | loss 1.0453 | acc 0.3380
20:11:27 [train] batch 2400/7649 | loss 1.0452 | acc 0.3378
20:11:30 [train] batch 2600/7649 | loss 1.0453 | acc 0.3371
20:11:34 [train] batch 2800/7649 | loss 1.0451 | acc 0.3371
20:11:37 [train] batch 3000/7649 | loss 1.0451 | acc 0.3369
20:11:40 [train] batch 3200/7649 | loss 1.0452 | acc 0.3369
20:11:43 [train] batch 3400/7649 | loss 1.0452 | acc 0.3367
20:11:47 [train] batch 3600/7649 | loss 1.0452 | acc 0.3365
20:11:50 [train] batch 3800/7649 | loss 1.0454 | acc 0.3362
20:11:53 [train] batch 4000/7649 | loss 1.0453 | acc 0.3366
20:11:56 [train] batch 4200/7649 | loss 1.0452 | acc 0.3365
20:12:00 [train] batch 4400/7649 | loss 1.0453 | acc 0.3365
20:12:03 [train] batch 4600/7649 | loss 1.0452 | acc 0.3366
20:12:06 [train] batch 4800/7649 | loss 1.0454 | acc 0.3365
20:12:10 [train] batch 5000/7649 | loss 1.0454 | acc 0.3363
20:12:13 [train] batch 5200/7649 | loss 1.0454 | acc 0.3364
20:12:16 [train] batch 5400/7649 | loss 1.0454 | acc 0.3363
20:12:19 [train] batch 5600/7649 | loss 1.0454 | acc 0.3363
20:12:23 [train] batch 5800/7649 | loss 1.0454 | acc 0.3361
20:12:26 [train] batch 6000/7649 | loss 1.0453 | acc 0.3360
20:12:29 [train] batch 6200/7649 | loss 1.0453 | acc 0.3358
20:12:32 [train] batch 6400/7649 | loss 1.0453 | acc 0.3357
20:12:36 [train] batch 6600/7649 | loss 1.0453 | acc 0.3358
20:12:39 [train] batch 6800/7649 | loss 1.0453 | acc 0.3359
20:12:42 [train] batch 7000/7649 | loss 1.0453 | acc 0.3359
20:12:46 [train] batch 7200/7649 | loss 1.0453 | acc 0.3359
20:12:49 [train] batch 7400/7649 | loss 1.0453 | acc 0.3359
20:12:52 [train] batch 7600/7649 | loss 1.0453 | acc 0.3360
20:12:53 [train] batch 7649/7649 | loss 1.0453 | acc 0.3360
20:12:59 ✔ saved validation confusion matrix → confusion_val/run_20250524_200623/epoch_03.png
20:12:59 Epoch 03 | train 1.0453/0.3360 | val 1.0499/0.2822 | lr 1.00e-05
20:13:03 [train] batch 200/7649 | loss 1.0451 | acc 0.3380
20:13:06 [train] batch 400/7649 | loss 1.0456 | acc 0.3343
20:13:09 [train] batch 600/7649 | loss 1.0451 | acc 0.3342
20:13:13 [train] batch 800/7649 | loss 1.0455 | acc 0.3332
20:13:16 [train] batch 1000/7649 | loss 1.0456 | acc 0.3338
20:13:19 [train] batch 1200/7649 | loss 1.0458 | acc 0.3339
20:13:23 [train] batch 1400/7649 | loss 1.0457 | acc 0.3332
20:13:26 [train] batch 1600/7649 | loss 1.0457 | acc 0.3332
20:13:29 [train] batch 1800/7649 | loss 1.0457 | acc 0.3333
20:13:32 [train] batch 2000/7649 | loss 1.0460 | acc 0.3331
20:13:36 [train] batch 2200/7649 | loss 1.0459 | acc 0.3329
20:13:39 [train] batch 2400/7649 | loss 1.0459 | acc 0.3330
20:13:42 [train] batch 2600/7649 | loss 1.0458 | acc 0.3332
20:13:46 [train] batch 2800/7649 | loss 1.0458 | acc 0.3336
20:13:49 [train] batch 3000/7649 | loss 1.0457 | acc 0.3342
20:13:52 [train] batch 3200/7649 | loss 1.0457 | acc 0.3341
20:13:56 [train] batch 3400/7649 | loss 1.0456 | acc 0.3346
20:13:59 [train] batch 3600/7649 | loss 1.0456 | acc 0.3346
20:14:02 [train] batch 3800/7649 | loss 1.0455 | acc 0.3347
20:14:05 [train] batch 4000/7649 | loss 1.0454 | acc 0.3347
20:14:09 [train] batch 4200/7649 | loss 1.0453 | acc 0.3348
20:14:12 [train] batch 4400/7649 | loss 1.0453 | acc 0.3351
20:14:15 [train] batch 4600/7649 | loss 1.0452 | acc 0.3356
20:14:18 [train] batch 4800/7649 | loss 1.0452 | acc 0.3358
20:14:22 [train] batch 5000/7649 | loss 1.0452 | acc 0.3358
20:14:25 [train] batch 5200/7649 | loss 1.0452 | acc 0.3361
20:14:28 [train] batch 5400/7649 | loss 1.0451 | acc 0.3363
20:14:32 [train] batch 5600/7649 | loss 1.0450 | acc 0.3364
20:14:35 [train] batch 5800/7649 | loss 1.0450 | acc 0.3364
20:14:38 [train] batch 6000/7649 | loss 1.0449 | acc 0.3365
20:14:41 [train] batch 6200/7649 | loss 1.0449 | acc 0.3365
20:14:45 [train] batch 6400/7649 | loss 1.0449 | acc 0.3364
20:14:48 [train] batch 6600/7649 | loss 1.0449 | acc 0.3364
20:14:51 [train] batch 6800/7649 | loss 1.0449 | acc 0.3366
20:14:55 [train] batch 7000/7649 | loss 1.0449 | acc 0.3365
20:14:58 [train] batch 7200/7649 | loss 1.0449 | acc 0.3366
20:15:01 [train] batch 7400/7649 | loss 1.0449 | acc 0.3369
20:15:05 [train] batch 7600/7649 | loss 1.0449 | acc 0.3369
20:15:05 [train] batch 7649/7649 | loss 1.0448 | acc 0.3370
20:15:12 ✔ saved validation confusion matrix → confusion_val/run_20250524_200623/epoch_04.png
20:15:12 Epoch 04 | train 1.0448/0.3370 | val 1.0503/0.2820 | lr 1.00e-05
20:15:15 [train] batch 200/7649 | loss 1.0458 | acc 0.3336
20:15:19 [train] batch 400/7649 | loss 1.0443 | acc 0.3356
20:15:22 [train] batch 600/7649 | loss 1.0448 | acc 0.3349
20:15:25 [train] batch 800/7649 | loss 1.0443 | acc 0.3372
20:15:28 [train] batch 1000/7649 | loss 1.0449 | acc 0.3371
20:15:32 [train] batch 1200/7649 | loss 1.0447 | acc 0.3375
20:15:35 [train] batch 1400/7649 | loss 1.0446 | acc 0.3376
20:15:38 [train] batch 1600/7649 | loss 1.0444 | acc 0.3373
20:15:42 [train] batch 1800/7649 | loss 1.0443 | acc 0.3368
20:15:45 [train] batch 2000/7649 | loss 1.0443 | acc 0.3364
20:15:48 [train] batch 2200/7649 | loss 1.0442 | acc 0.3364
20:15:52 [train] batch 2400/7649 | loss 1.0441 | acc 0.3365
20:15:55 [train] batch 2600/7649 | loss 1.0443 | acc 0.3362
20:15:58 [train] batch 2800/7649 | loss 1.0443 | acc 0.3362
20:16:01 [train] batch 3000/7649 | loss 1.0444 | acc 0.3366
20:16:05 [train] batch 3200/7649 | loss 1.0443 | acc 0.3365
20:16:08 [train] batch 3400/7649 | loss 1.0444 | acc 0.3366
20:16:11 [train] batch 3600/7649 | loss 1.0442 | acc 0.3370
20:16:15 [train] batch 3800/7649 | loss 1.0442 | acc 0.3373
20:16:18 [train] batch 4000/7649 | loss 1.0442 | acc 0.3376
20:16:21 [train] batch 4200/7649 | loss 1.0441 | acc 0.3375
20:16:24 [train] batch 4400/7649 | loss 1.0441 | acc 0.3377
20:16:28 [train] batch 4600/7649 | loss 1.0440 | acc 0.3379
20:16:31 [train] batch 4800/7649 | loss 1.0440 | acc 0.3378
20:16:34 [train] batch 5000/7649 | loss 1.0441 | acc 0.3375
20:16:38 [train] batch 5200/7649 | loss 1.0441 | acc 0.3373
20:16:41 [train] batch 5400/7649 | loss 1.0442 | acc 0.3372
20:16:44 [train] batch 5600/7649 | loss 1.0443 | acc 0.3372
20:16:47 [train] batch 5800/7649 | loss 1.0443 | acc 0.3370
20:16:51 [train] batch 6000/7649 | loss 1.0443 | acc 0.3371
20:16:54 [train] batch 6200/7649 | loss 1.0443 | acc 0.3372
20:16:57 [train] batch 6400/7649 | loss 1.0442 | acc 0.3371
20:17:01 [train] batch 6600/7649 | loss 1.0443 | acc 0.3370
20:17:04 [train] batch 6800/7649 | loss 1.0443 | acc 0.3371
20:17:07 [train] batch 7000/7649 | loss 1.0443 | acc 0.3373
20:17:10 [train] batch 7200/7649 | loss 1.0443 | acc 0.3372
20:17:14 [train] batch 7400/7649 | loss 1.0443 | acc 0.3373
20:17:17 [train] batch 7600/7649 | loss 1.0443 | acc 0.3374
20:17:18 [train] batch 7649/7649 | loss 1.0444 | acc 0.3373
20:17:24 ✔ saved validation confusion matrix → confusion_val/run_20250524_200623/epoch_05.png
20:17:24 Epoch 05 | train 1.0444/0.3373 | val 1.0510/0.2763 | lr 5.00e-06
20:17:28 [train] batch 200/7649 | loss 1.0448 | acc 0.3360
20:17:31 [train] batch 400/7649 | loss 1.0447 | acc 0.3316
20:17:35 [train] batch 600/7649 | loss 1.0438 | acc 0.3341
20:17:38 [train] batch 800/7649 | loss 1.0431 | acc 0.3369
20:17:41 [train] batch 1000/7649 | loss 1.0433 | acc 0.3366
20:17:44 [train] batch 1200/7649 | loss 1.0437 | acc 0.3363
20:17:48 [train] batch 1400/7649 | loss 1.0442 | acc 0.3358
20:17:51 [train] batch 1600/7649 | loss 1.0441 | acc 0.3357
20:17:54 [train] batch 1800/7649 | loss 1.0442 | acc 0.3362
20:17:58 [train] batch 2000/7649 | loss 1.0444 | acc 0.3360
20:18:01 [train] batch 2200/7649 | loss 1.0444 | acc 0.3363
20:18:04 [train] batch 2400/7649 | loss 1.0445 | acc 0.3357
20:18:08 [train] batch 2600/7649 | loss 1.0444 | acc 0.3361
20:18:11 [train] batch 2800/7649 | loss 1.0443 | acc 0.3372
20:18:14 [train] batch 3000/7649 | loss 1.0444 | acc 0.3374
20:18:17 [train] batch 3200/7649 | loss 1.0443 | acc 0.3372
20:18:21 [train] batch 3400/7649 | loss 1.0442 | acc 0.3376
20:18:24 [train] batch 3600/7649 | loss 1.0441 | acc 0.3378
20:18:27 [train] batch 3800/7649 | loss 1.0441 | acc 0.3377
20:18:30 [train] batch 4000/7649 | loss 1.0440 | acc 0.3378
20:18:34 [train] batch 4200/7649 | loss 1.0440 | acc 0.3378
20:18:37 [train] batch 4400/7649 | loss 1.0439 | acc 0.3379
20:18:40 [train] batch 4600/7649 | loss 1.0438 | acc 0.3384
20:18:43 [train] batch 4800/7649 | loss 1.0438 | acc 0.3384
20:18:47 [train] batch 5000/7649 | loss 1.0438 | acc 0.3385
20:18:50 [train] batch 5200/7649 | loss 1.0439 | acc 0.3385
20:18:53 [train] batch 5400/7649 | loss 1.0439 | acc 0.3384
20:18:57 [train] batch 5600/7649 | loss 1.0438 | acc 0.3385
20:19:00 [train] batch 5800/7649 | loss 1.0438 | acc 0.3385
20:19:03 [train] batch 6000/7649 | loss 1.0438 | acc 0.3385
20:19:06 [train] batch 6200/7649 | loss 1.0439 | acc 0.3384
20:19:10 [train] batch 6400/7649 | loss 1.0438 | acc 0.3381
20:19:13 [train] batch 6600/7649 | loss 1.0439 | acc 0.3381
20:19:16 [train] batch 6800/7649 | loss 1.0439 | acc 0.3382
20:19:20 [train] batch 7000/7649 | loss 1.0439 | acc 0.3382
20:19:23 [train] batch 7200/7649 | loss 1.0439 | acc 0.3383
20:19:26 [train] batch 7400/7649 | loss 1.0439 | acc 0.3381
20:19:29 [train] batch 7600/7649 | loss 1.0440 | acc 0.3380
20:19:30 [train] batch 7649/7649 | loss 1.0440 | acc 0.3380
20:19:37 ✔ saved validation confusion matrix → confusion_val/run_20250524_200623/epoch_06.png
20:19:37 Epoch 06 | train 1.0440/0.3380 | val 1.0495/0.2838 | lr 5.00e-06
20:19:40 [train] batch 200/7649 | loss 1.0422 | acc 0.3473
20:19:44 [train] batch 400/7649 | loss 1.0436 | acc 0.3463
20:19:47 [train] batch 600/7649 | loss 1.0436 | acc 0.3429
20:19:50 [train] batch 800/7649 | loss 1.0436 | acc 0.3411
20:19:53 [train] batch 1000/7649 | loss 1.0437 | acc 0.3420
20:19:57 [train] batch 1200/7649 | loss 1.0439 | acc 0.3417
20:20:00 [train] batch 1400/7649 | loss 1.0437 | acc 0.3419
20:20:04 [train] batch 1600/7649 | loss 1.0436 | acc 0.3411
20:20:07 [train] batch 1800/7649 | loss 1.0437 | acc 0.3404
20:20:10 [train] batch 2000/7649 | loss 1.0435 | acc 0.3400
20:20:13 [train] batch 2200/7649 | loss 1.0437 | acc 0.3398
20:20:17 [train] batch 2400/7649 | loss 1.0437 | acc 0.3395
20:20:20 [train] batch 2600/7649 | loss 1.0437 | acc 0.3391
20:20:23 [train] batch 2800/7649 | loss 1.0439 | acc 0.3392
20:20:27 [train] batch 3000/7649 | loss 1.0438 | acc 0.3389
20:20:30 [train] batch 3200/7649 | loss 1.0438 | acc 0.3384
20:20:33 [train] batch 3400/7649 | loss 1.0440 | acc 0.3382
20:20:36 [train] batch 3600/7649 | loss 1.0441 | acc 0.3382
20:20:40 [train] batch 3800/7649 | loss 1.0440 | acc 0.3379
20:20:43 [train] batch 4000/7649 | loss 1.0441 | acc 0.3377
20:20:49 [train] batch 4200/7649 | loss 1.0439 | acc 0.3380
20:20:52 [train] batch 4400/7649 | loss 1.0439 | acc 0.3380
20:20:55 [train] batch 4600/7649 | loss 1.0438 | acc 0.3382
20:20:59 [train] batch 4800/7649 | loss 1.0438 | acc 0.3385
20:21:02 [train] batch 5000/7649 | loss 1.0439 | acc 0.3384
20:21:05 [train] batch 5200/7649 | loss 1.0440 | acc 0.3384
20:21:08 [train] batch 5400/7649 | loss 1.0439 | acc 0.3386
20:21:12 [train] batch 5600/7649 | loss 1.0439 | acc 0.3387
20:21:15 [train] batch 5800/7649 | loss 1.0440 | acc 0.3386
20:21:18 [train] batch 6000/7649 | loss 1.0439 | acc 0.3388
20:21:22 [train] batch 6200/7649 | loss 1.0440 | acc 0.3389
20:21:25 [train] batch 6400/7649 | loss 1.0439 | acc 0.3390
20:21:28 [train] batch 6600/7649 | loss 1.0439 | acc 0.3389
20:21:31 [train] batch 6800/7649 | loss 1.0439 | acc 0.3388
20:21:35 [train] batch 7000/7649 | loss 1.0439 | acc 0.3388
20:21:38 [train] batch 7200/7649 | loss 1.0439 | acc 0.3388
20:21:41 [train] batch 7400/7649 | loss 1.0439 | acc 0.3388
20:21:44 [train] batch 7600/7649 | loss 1.0439 | acc 0.3387
20:21:45 [train] batch 7649/7649 | loss 1.0439 | acc 0.3388
20:21:52 ✔ saved validation confusion matrix → confusion_val/run_20250524_200623/epoch_07.png
20:21:52 Epoch 07 | train 1.0439/0.3388 | val 1.0503/0.2796 | lr 5.00e-06
20:21:55 [train] batch 200/7649 | loss 1.0441 | acc 0.3442
20:21:59 [train] batch 400/7649 | loss 1.0451 | acc 0.3432
20:22:02 [train] batch 600/7649 | loss 1.0445 | acc 0.3424
20:22:06 [train] batch 800/7649 | loss 1.0445 | acc 0.3427
20:22:09 [train] batch 1000/7649 | loss 1.0444 | acc 0.3418
20:22:12 [train] batch 1200/7649 | loss 1.0443 | acc 0.3415
20:22:15 [train] batch 1400/7649 | loss 1.0445 | acc 0.3407
20:22:19 [train] batch 1600/7649 | loss 1.0441 | acc 0.3412
20:22:22 [train] batch 1800/7649 | loss 1.0440 | acc 0.3411
20:22:25 [train] batch 2000/7649 | loss 1.0440 | acc 0.3407
20:22:29 [train] batch 2200/7649 | loss 1.0441 | acc 0.3403
20:22:32 [train] batch 2400/7649 | loss 1.0441 | acc 0.3401
20:22:35 [train] batch 2600/7649 | loss 1.0440 | acc 0.3399
20:22:38 [train] batch 2800/7649 | loss 1.0441 | acc 0.3395
20:22:42 [train] batch 3000/7649 | loss 1.0442 | acc 0.3393
20:22:45 [train] batch 3200/7649 | loss 1.0443 | acc 0.3389
20:22:48 [train] batch 3400/7649 | loss 1.0444 | acc 0.3386
20:22:52 [train] batch 3600/7649 | loss 1.0443 | acc 0.3385
20:22:55 [train] batch 3800/7649 | loss 1.0442 | acc 0.3386
20:22:58 [train] batch 4000/7649 | loss 1.0440 | acc 0.3387
20:23:01 [train] batch 4200/7649 | loss 1.0440 | acc 0.3386
20:23:05 [train] batch 4400/7649 | loss 1.0440 | acc 0.3387
20:23:08 [train] batch 4600/7649 | loss 1.0439 | acc 0.3388
20:23:11 [train] batch 4800/7649 | loss 1.0438 | acc 0.3388
20:23:15 [train] batch 5000/7649 | loss 1.0438 | acc 0.3388
20:23:18 [train] batch 5200/7649 | loss 1.0438 | acc 0.3387
20:23:21 [train] batch 5400/7649 | loss 1.0438 | acc 0.3386
20:23:25 [train] batch 5600/7649 | loss 1.0438 | acc 0.3386
20:23:28 [train] batch 5800/7649 | loss 1.0437 | acc 0.3387
20:23:31 [train] batch 6000/7649 | loss 1.0437 | acc 0.3387
20:23:34 [train] batch 6200/7649 | loss 1.0438 | acc 0.3388
20:23:38 [train] batch 6400/7649 | loss 1.0438 | acc 0.3388
20:23:41 [train] batch 6600/7649 | loss 1.0437 | acc 0.3386
20:23:44 [train] batch 6800/7649 | loss 1.0437 | acc 0.3385
20:23:48 [train] batch 7000/7649 | loss 1.0437 | acc 0.3388
20:23:51 [train] batch 7200/7649 | loss 1.0437 | acc 0.3388
20:23:54 [train] batch 7400/7649 | loss 1.0437 | acc 0.3387
20:23:57 [train] batch 7600/7649 | loss 1.0437 | acc 0.3387
20:23:58 [train] batch 7649/7649 | loss 1.0437 | acc 0.3388
20:24:05 ✔ saved validation confusion matrix → confusion_val/run_20250524_200623/epoch_08.png
20:24:05 Epoch 08 | train 1.0437/0.3388 | val 1.0532/0.2698 | lr 5.00e-06
20:24:05 Early-stop
20:24:06 [eval ] batch 200/2185 | loss 1.0753 | acc 0.1709
20:24:07 [eval ] batch 400/2185 | loss 1.0542 | acc 0.2853
20:24:09 [eval ] batch 600/2185 | loss 1.0503 | acc 0.3042
20:24:10 [eval ] batch 800/2185 | loss 1.0532 | acc 0.2853
20:24:11 [eval ] batch 1000/2185 | loss 1.0552 | acc 0.2846
20:24:12 [eval ] batch 1200/2185 | loss 1.0535 | acc 0.3063
20:24:13 [eval ] batch 1400/2185 | loss 1.0542 | acc 0.2972
20:24:14 [eval ] batch 1600/2185 | loss 1.0549 | acc 0.2967
20:24:15 [eval ] batch 1800/2185 | loss 1.0549 | acc 0.2962
20:24:16 [eval ] batch 2000/2185 | loss 1.0522 | acc 0.2995
20:24:17 [eval ] batch 2185/2185 | loss 1.0523 | acc 0.3001
20:24:17 TEST loss/acc 1.0523/0.3001
20:24:29 Confusion matrix saved ➜ confusion_matrix.png

标签改了
/data4/private/rmy/hw/confusion_val/run_20250524_200623
