23:37:47 Log file: logs/train_20250523_233747.log
23:38:19 ✔ Data split: 1958081/279725/559453 rows ➜ splits
23:38:22 train.csv: samples=1957961  class_dist=[609313 731512 617256]
23:38:22 val.csv: samples=279605  class_dist=[90467 94550 94708]
23:38:23 test.csv: samples=559333  class_dist=[183495 190446 185512]
23:38:28 [train] batch 200/7649 | loss 1.1037 | acc 0.3543
23:43:18 [train] batch 1600/7649 | loss 1.0921 | acc 0.3756
23:43:21 [train] batch 1800/7649 | loss 1.0921 | acc 0.3758
23:43:25 [train] batch 2000/7649 | loss 1.0921 | acc 0.3755
23:43:28 [train] batch 2200/7649 | loss 1.0921 | acc 0.3757
23:43:32 [train] batch 2400/7649 | loss 1.0921 | acc 0.3755
23:43:35 [train] batch 2600/7649 | loss 1.0921 | acc 0.3755
23:43:38 [train] batch 2800/7649 | loss 1.0921 | acc 0.3751
23:43:41 [train] batch 3000/7649 | loss 1.0921 | acc 0.3751
23:43:45 [train] batch 3200/7649 | loss 1.0921 | acc 0.3752
23:43:48 [train] batch 3400/7649 | loss 1.0920 | acc 0.3754
23:43:51 [train] batch 3600/7649 | loss 1.0920 | acc 0.3754
23:43:54 [train] batch 3800/7649 | loss 1.0920 | acc 0.3753
23:43:58 [train] batch 4000/7649 | loss 1.0920 | acc 0.3756
23:44:01 [train] batch 4200/7649 | loss 1.0919 | acc 0.3755
23:44:04 [train] batch 4400/7649 | loss 1.0919 | acc 0.3756
23:44:07 [train] batch 4600/7649 | loss 1.0919 | acc 0.3754
23:44:11 [train] batch 4800/7649 | loss 1.0919 | acc 0.3752
23:44:14 [train] batch 5000/7649 | loss 1.0919 | acc 0.3753
23:44:17 [train] batch 5200/7649 | loss 1.0919 | acc 0.3754
23:44:20 [train] batch 5400/7649 | loss 1.0919 | acc 0.3754
23:44:24 [train] batch 5600/7649 | loss 1.0919 | acc 0.3753
23:44:27 [train] batch 5800/7649 | loss 1.0919 | acc 0.3750
23:44:30 [train] batch 6000/7649 | loss 1.0919 | acc 0.3749
23:44:34 [train] batch 6200/7649 | loss 1.0919 | acc 0.3749
23:44:37 [train] batch 6400/7649 | loss 1.0919 | acc 0.3750
23:44:40 [train] batch 6600/7649 | loss 1.0919 | acc 0.3751
23:44:44 [train] batch 6800/7649 | loss 1.0919 | acc 0.3750
23:44:47 [train] batch 7000/7649 | loss 1.0918 | acc 0.3750
23:44:50 [train] batch 7200/7649 | loss 1.0918 | acc 0.3749
23:44:54 [train] batch 7400/7649 | loss 1.0918 | acc 0.3749
23:44:57 [train] batch 7600/7649 | loss 1.0918 | acc 0.3750
23:44:58 [train] batch 7649/7649 | loss 1.0918 | acc 0.3750
23:45:04 ✔ saved validation confusion matrix → confusion_val/run_20250523_233825/epoch_03.png
23:45:04 Epoch 03 | train 1.0918/0.3750 | val 1.0937/0.3662 | lr 1.00e-05
23:45:04 ✓ save best
23:45:08 [train] batch 200/7649 | loss 1.0919 | acc 0.3770
23:45:11 [train] batch 400/7649 | loss 1.0921 | acc 0.3761
23:45:14 [train] batch 600/7649 | loss 1.0919 | acc 0.3749
23:45:18 [train] batch 800/7649 | loss 1.0917 | acc 0.3755
23:45:21 [train] batch 1000/7649 | loss 1.0916 | acc 0.3759
23:45:24 [train] batch 1200/7649 | loss 1.0915 | acc 0.3760
23:45:28 [train] batch 1400/7649 | loss 1.0916 | acc 0.3753
23:45:31 [train] batch 1600/7649 | loss 1.0915 | acc 0.3762
23:45:34 [train] batch 1800/7649 | loss 1.0914 | acc 0.3765
23:45:38 [train] batch 2000/7649 | loss 1.0914 | acc 0.3769
23:45:41 [train] batch 2200/7649 | loss 1.0914 | acc 0.3767
23:45:45 [train] batch 2400/7649 | loss 1.0914 | acc 0.3765
23:45:48 [train] batch 2600/7649 | loss 1.0915 | acc 0.3762
23:45:51 [train] batch 2800/7649 | loss 1.0915 | acc 0.3762
23:45:55 [train] batch 3000/7649 | loss 1.0915 | acc 0.3757
23:45:58 [train] batch 3200/7649 | loss 1.0915 | acc 0.3754
23:46:01 [train] batch 3400/7649 | loss 1.0916 | acc 0.3751
23:46:05 [train] batch 3600/7649 | loss 1.0916 | acc 0.3751
23:46:08 [train] batch 3800/7649 | loss 1.0916 | acc 0.3751
23:46:11 [train] batch 4000/7649 | loss 1.0915 | acc 0.3750
23:46:15 [train] batch 4200/7649 | loss 1.0915 | acc 0.3751
23:46:18 [train] batch 4400/7649 | loss 1.0915 | acc 0.3752
23:46:21 [train] batch 4600/7649 | loss 1.0915 | acc 0.3753
23:46:25 [train] batch 4800/7649 | loss 1.0915 | acc 0.3753
23:46:28 [train] batch 5000/7649 | loss 1.0915 | acc 0.3751
23:46:31 [train] batch 5200/7649 | loss 1.0915 | acc 0.3751
23:46:35 [train] batch 5400/7649 | loss 1.0915 | acc 0.3750
23:46:38 [train] batch 5600/7649 | loss 1.0915 | acc 0.3750
23:46:41 [train] batch 5800/7649 | loss 1.0915 | acc 0.3752
23:46:45 [train] batch 6000/7649 | loss 1.0915 | acc 0.3752
23:46:48 [train] batch 6200/7649 | loss 1.0915 | acc 0.3754
23:46:52 [train] batch 6400/7649 | loss 1.0914 | acc 0.3755
23:46:55 [train] batch 6600/7649 | loss 1.0914 | acc 0.3756
23:46:58 [train] batch 6800/7649 | loss 1.0914 | acc 0.3756
23:47:02 [train] batch 7000/7649 | loss 1.0914 | acc 0.3756
23:47:05 [train] batch 7200/7649 | loss 1.0914 | acc 0.3755
23:47:09 [train] batch 7400/7649 | loss 1.0914 | acc 0.3756
23:47:12 [train] batch 7600/7649 | loss 1.0914 | acc 0.3756
23:47:13 [train] batch 7649/7649 | loss 1.0914 | acc 0.3756
23:47:19 ✔ saved validation confusion matrix → confusion_val/run_20250523_233825/epoch_04.png
23:47:19 Epoch 04 | train 1.0914/0.3756 | val 1.0939/0.3667 | lr 1.00e-05
23:47:19 ✓ save best
23:47:23 [train] batch 200/7649 | loss 1.0904 | acc 0.3783
23:47:26 [train] batch 400/7649 | loss 1.0909 | acc 0.3774
23:47:29 [train] batch 600/7649 | loss 1.0909 | acc 0.3778
23:47:33 [train] batch 800/7649 | loss 1.0908 | acc 0.3789
23:47:36 [train] batch 1000/7649 | loss 1.0909 | acc 0.3784
23:47:39 [train] batch 1200/7649 | loss 1.0909 | acc 0.3781
23:47:43 [train] batch 1400/7649 | loss 1.0910 | acc 0.3784
23:47:46 [train] batch 1600/7649 | loss 1.0910 | acc 0.3782
23:47:50 [train] batch 1800/7649 | loss 1.0910 | acc 0.3777
23:47:53 [train] batch 2000/7649 | loss 1.0911 | acc 0.3773
23:47:56 [train] batch 2200/7649 | loss 1.0911 | acc 0.3771
23:47:59 [train] batch 2400/7649 | loss 1.0911 | acc 0.3768
23:48:03 [train] batch 2600/7649 | loss 1.0911 | acc 0.3771
23:48:06 [train] batch 2800/7649 | loss 1.0911 | acc 0.3768
23:48:09 [train] batch 3000/7649 | loss 1.0911 | acc 0.3768
23:48:12 [train] batch 3200/7649 | loss 1.0911 | acc 0.3767
23:48:16 [train] batch 3400/7649 | loss 1.0911 | acc 0.3767
23:48:19 [train] batch 3600/7649 | loss 1.0911 | acc 0.3767
23:48:22 [train] batch 3800/7649 | loss 1.0911 | acc 0.3769
23:48:25 [train] batch 4000/7649 | loss 1.0911 | acc 0.3769
23:48:29 [train] batch 4200/7649 | loss 1.0911 | acc 0.3769
23:48:32 [train] batch 4400/7649 | loss 1.0910 | acc 0.3770
23:48:35 [train] batch 4600/7649 | loss 1.0910 | acc 0.3770
23:48:39 [train] batch 4800/7649 | loss 1.0910 | acc 0.3771
23:48:42 [train] batch 5000/7649 | loss 1.0910 | acc 0.3769
23:48:45 [train] batch 5200/7649 | loss 1.0910 | acc 0.3768
23:48:48 [train] batch 5400/7649 | loss 1.0910 | acc 0.3767
23:48:52 [train] batch 5600/7649 | loss 1.0910 | acc 0.3769
23:48:55 [train] batch 5800/7649 | loss 1.0910 | acc 0.3769
23:48:58 [train] batch 6000/7649 | loss 1.0910 | acc 0.3768
23:49:02 [train] batch 6200/7649 | loss 1.0910 | acc 0.3768
23:49:05 [train] batch 6400/7649 | loss 1.0910 | acc 0.3767
23:49:08 [train] batch 6600/7649 | loss 1.0910 | acc 0.3767
23:49:12 [train] batch 6800/7649 | loss 1.0910 | acc 0.3765
23:49:15 [train] batch 7000/7649 | loss 1.0910 | acc 0.3765
23:49:18 [train] batch 7200/7649 | loss 1.0910 | acc 0.3765
23:49:21 [train] batch 7400/7649 | loss 1.0910 | acc 0.3765
23:49:25 [train] batch 7600/7649 | loss 1.0910 | acc 0.3766
23:49:26 [train] batch 7649/7649 | loss 1.0910 | acc 0.3766
23:49:32 ✔ saved validation confusion matrix → confusion_val/run_20250523_233825/epoch_05.png
23:49:32 Epoch 05 | train 1.0910/0.3766 | val 1.0944/0.3667 | lr 1.00e-05
23:49:35 [train] batch 200/7649 | loss 1.0911 | acc 0.3784
23:49:39 [train] batch 400/7649 | loss 1.0909 | acc 0.3768
23:49:42 [train] batch 600/7649 | loss 1.0908 | acc 0.3769
23:49:45 [train] batch 800/7649 | loss 1.0911 | acc 0.3760
23:49:49 [train] batch 1000/7649 | loss 1.0910 | acc 0.3765
23:49:52 [train] batch 1200/7649 | loss 1.0910 | acc 0.3770
23:49:55 [train] batch 1400/7649 | loss 1.0911 | acc 0.3769
23:49:59 [train] batch 1600/7649 | loss 1.0909 | acc 0.3770
23:50:02 [train] batch 1800/7649 | loss 1.0909 | acc 0.3772
23:50:06 [train] batch 2000/7649 | loss 1.0910 | acc 0.3775
23:50:09 [train] batch 2200/7649 | loss 1.0909 | acc 0.3778
23:50:12 [train] batch 2400/7649 | loss 1.0910 | acc 0.3771
23:50:16 [train] batch 2600/7649 | loss 1.0910 | acc 0.3772
23:50:19 [train] batch 2800/7649 | loss 1.0909 | acc 0.3775
23:50:22 [train] batch 3000/7649 | loss 1.0909 | acc 0.3776
23:50:26 [train] batch 3200/7649 | loss 1.0908 | acc 0.3777
23:50:29 [train] batch 3400/7649 | loss 1.0908 | acc 0.3778
23:50:32 [train] batch 3600/7649 | loss 1.0908 | acc 0.3775
23:50:36 [train] batch 3800/7649 | loss 1.0908 | acc 0.3777
23:50:39 [train] batch 4000/7649 | loss 1.0908 | acc 0.3778
23:50:42 [train] batch 4200/7649 | loss 1.0908 | acc 0.3776
23:50:46 [train] batch 4400/7649 | loss 1.0908 | acc 0.3775
23:50:49 [train] batch 4600/7649 | loss 1.0908 | acc 0.3774
23:50:52 [train] batch 4800/7649 | loss 1.0908 | acc 0.3775
23:50:56 [train] batch 5000/7649 | loss 1.0908 | acc 0.3776
23:50:59 [train] batch 5200/7649 | loss 1.0908 | acc 0.3776
23:51:02 [train] batch 5400/7649 | loss 1.0907 | acc 0.3776
23:51:06 [train] batch 5600/7649 | loss 1.0907 | acc 0.3775
23:51:09 [train] batch 5800/7649 | loss 1.0907 | acc 0.3775
23:51:13 [train] batch 6000/7649 | loss 1.0907 | acc 0.3774
23:51:16 [train] batch 6200/7649 | loss 1.0907 | acc 0.3775
23:51:19 [train] batch 6400/7649 | loss 1.0908 | acc 0.3773
23:51:23 [train] batch 6600/7649 | loss 1.0908 | acc 0.3774
23:51:26 [train] batch 6800/7649 | loss 1.0908 | acc 0.3774
23:51:30 [train] batch 7000/7649 | loss 1.0908 | acc 0.3774
23:51:33 [train] batch 7200/7649 | loss 1.0908 | acc 0.3774
23:51:36 [train] batch 7400/7649 | loss 1.0908 | acc 0.3774
23:51:40 [train] batch 7600/7649 | loss 1.0908 | acc 0.3775
23:51:40 [train] batch 7649/7649 | loss 1.0908 | acc 0.3775
23:51:47 ✔ saved validation confusion matrix → confusion_val/run_20250523_233825/epoch_06.png
23:51:47 Epoch 06 | train 1.0908/0.3775 | val 1.0945/0.3660 | lr 1.00e-05
23:51:50 [train] batch 200/7649 | loss 1.0910 | acc 0.3753
23:51:54 [train] batch 400/7649 | loss 1.0901 | acc 0.3771
23:51:57 [train] batch 600/7649 | loss 1.0902 | acc 0.3768
23:52:00 [train] batch 800/7649 | loss 1.0904 | acc 0.3766
23:52:04 [train] batch 1000/7649 | loss 1.0906 | acc 0.3773
23:52:07 [train] batch 1200/7649 | loss 1.0905 | acc 0.3784
23:52:10 [train] batch 1400/7649 | loss 1.0907 | acc 0.3782
23:52:14 [train] batch 1600/7649 | loss 1.0907 | acc 0.3781
23:52:17 [train] batch 1800/7649 | loss 1.0906 | acc 0.3782
23:52:20 [train] batch 2000/7649 | loss 1.0906 | acc 0.3780
23:52:24 [train] batch 2200/7649 | loss 1.0906 | acc 0.3778
23:52:27 [train] batch 2400/7649 | loss 1.0906 | acc 0.3779
23:52:30 [train] batch 2600/7649 | loss 1.0906 | acc 0.3778
23:52:33 [train] batch 2800/7649 | loss 1.0906 | acc 0.3781
23:52:37 [train] batch 3000/7649 | loss 1.0906 | acc 0.3780
23:52:40 [train] batch 3200/7649 | loss 1.0906 | acc 0.3780
23:52:43 [train] batch 3400/7649 | loss 1.0906 | acc 0.3781
23:52:46 [train] batch 3600/7649 | loss 1.0906 | acc 0.3781
23:52:50 [train] batch 3800/7649 | loss 1.0905 | acc 0.3781
23:52:53 [train] batch 4000/7649 | loss 1.0906 | acc 0.3782
23:52:56 [train] batch 4200/7649 | loss 1.0906 | acc 0.3781
23:53:00 [train] batch 4400/7649 | loss 1.0906 | acc 0.3781
23:53:03 [train] batch 4600/7649 | loss 1.0906 | acc 0.3783
23:53:06 [train] batch 4800/7649 | loss 1.0906 | acc 0.3783
23:53:10 [train] batch 5000/7649 | loss 1.0906 | acc 0.3783
23:53:13 [train] batch 5200/7649 | loss 1.0906 | acc 0.3784
23:53:16 [train] batch 5400/7649 | loss 1.0906 | acc 0.3784
23:53:20 [train] batch 5600/7649 | loss 1.0905 | acc 0.3784
23:53:23 [train] batch 5800/7649 | loss 1.0905 | acc 0.3784
23:53:26 [train] batch 6000/7649 | loss 1.0905 | acc 0.3785
23:53:30 [train] batch 6200/7649 | loss 1.0905 | acc 0.3785
23:53:33 [train] batch 6400/7649 | loss 1.0905 | acc 0.3785
23:53:36 [train] batch 6600/7649 | loss 1.0905 | acc 0.3784
23:53:40 [train] batch 6800/7649 | loss 1.0905 | acc 0.3783
23:53:43 [train] batch 7000/7649 | loss 1.0905 | acc 0.3783
23:53:46 [train] batch 7200/7649 | loss 1.0905 | acc 0.3782
23:53:50 [train] batch 7400/7649 | loss 1.0905 | acc 0.3781
23:53:53 [train] batch 7600/7649 | loss 1.0905 | acc 0.3782
23:53:54 [train] batch 7649/7649 | loss 1.0905 | acc 0.3782
23:54:01 ✔ saved validation confusion matrix → confusion_val/run_20250523_233825/epoch_07.png
23:54:01 Epoch 07 | train 1.0905/0.3782 | val 1.0943/0.3666 | lr 5.00e-06
23:54:04 [train] batch 200/7649 | loss 1.0899 | acc 0.3834
23:54:08 [train] batch 400/7649 | loss 1.0900 | acc 0.3821
23:54:11 [train] batch 600/7649 | loss 1.0901 | acc 0.3821
23:54:15 [train] batch 800/7649 | loss 1.0903 | acc 0.3813
23:54:18 [train] batch 1000/7649 | loss 1.0903 | acc 0.3815
23:54:21 [train] batch 1200/7649 | loss 1.0903 | acc 0.3816
23:54:25 [train] batch 1400/7649 | loss 1.0904 | acc 0.3811
23:54:28 [train] batch 1600/7649 | loss 1.0904 | acc 0.3807
23:54:31 [train] batch 1800/7649 | loss 1.0904 | acc 0.3805
23:54:35 [train] batch 2000/7649 | loss 1.0904 | acc 0.3802
23:54:38 [train] batch 2200/7649 | loss 1.0904 | acc 0.3804
23:54:41 [train] batch 2400/7649 | loss 1.0904 | acc 0.3803
23:54:45 [train] batch 2600/7649 | loss 1.0905 | acc 0.3802
23:54:48 [train] batch 2800/7649 | loss 1.0904 | acc 0.3804
23:54:51 [train] batch 3000/7649 | loss 1.0903 | acc 0.3805
23:54:55 [train] batch 3200/7649 | loss 1.0903 | acc 0.3806
23:54:58 [train] batch 3400/7649 | loss 1.0902 | acc 0.3805
23:55:02 [train] batch 3600/7649 | loss 1.0902 | acc 0.3802
23:55:05 [train] batch 3800/7649 | loss 1.0903 | acc 0.3800
23:55:08 [train] batch 4000/7649 | loss 1.0903 | acc 0.3797
23:55:12 [train] batch 4200/7649 | loss 1.0904 | acc 0.3796
23:55:15 [train] batch 4400/7649 | loss 1.0903 | acc 0.3796
23:55:18 [train] batch 4600/7649 | loss 1.0903 | acc 0.3795
23:55:22 [train] batch 4800/7649 | loss 1.0903 | acc 0.3793
23:55:25 [train] batch 5000/7649 | loss 1.0903 | acc 0.3792
23:55:28 [train] batch 5200/7649 | loss 1.0904 | acc 0.3791
23:55:32 [train] batch 5400/7649 | loss 1.0904 | acc 0.3791
23:55:35 [train] batch 5600/7649 | loss 1.0903 | acc 0.3791
23:55:38 [train] batch 5800/7649 | loss 1.0904 | acc 0.3790
23:55:42 [train] batch 6000/7649 | loss 1.0904 | acc 0.3791
23:55:45 [train] batch 6200/7649 | loss 1.0903 | acc 0.3791
23:55:48 [train] batch 6400/7649 | loss 1.0903 | acc 0.3792
23:55:52 [train] batch 6600/7649 | loss 1.0903 | acc 0.3792
23:55:55 [train] batch 6800/7649 | loss 1.0903 | acc 0.3792
23:55:58 [train] batch 7000/7649 | loss 1.0903 | acc 0.3792
23:56:02 [train] batch 7200/7649 | loss 1.0903 | acc 0.3792
23:56:05 [train] batch 7400/7649 | loss 1.0903 | acc 0.3792
23:56:08 [train] batch 7600/7649 | loss 1.0902 | acc 0.3793
23:56:09 [train] batch 7649/7649 | loss 1.0902 | acc 0.3793
23:56:16 ✔ saved validation confusion matrix → confusion_val/run_20250523_233825/epoch_08.png
23:56:16 Epoch 08 | train 1.0902/0.3793 | val 1.0940/0.3676 | lr 5.00e-06
23:56:16 ✓ save best
23:56:19 [train] batch 200/7649 | loss 1.0905 | acc 0.3800
23:56:23 [train] batch 400/7649 | loss 1.0911 | acc 0.3789
23:56:26 [train] batch 600/7649 | loss 1.0907 | acc 0.3794
23:56:30 [train] batch 800/7649 | loss 1.0906 | acc 0.3790
23:56:33 [train] batch 1000/7649 | loss 1.0907 | acc 0.3785
23:56:36 [train] batch 1200/7649 | loss 1.0905 | acc 0.3789
23:56:39 [train] batch 1400/7649 | loss 1.0903 | acc 0.3788
23:56:43 [train] batch 1600/7649 | loss 1.0904 | acc 0.3785
23:56:46 [train] batch 1800/7649 | loss 1.0905 | acc 0.3783
23:56:49 [train] batch 2000/7649 | loss 1.0904 | acc 0.3785
23:56:52 [train] batch 2200/7649 | loss 1.0905 | acc 0.3781
23:56:56 [train] batch 2400/7649 | loss 1.0904 | acc 0.3782
23:56:59 [train] batch 2600/7649 | loss 1.0904 | acc 0.3785
23:57:02 [train] batch 2800/7649 | loss 1.0904 | acc 0.3787
23:57:05 [train] batch 3000/7649 | loss 1.0903 | acc 0.3790
23:57:09 [train] batch 3200/7649 | loss 1.0903 | acc 0.3789
23:57:12 [train] batch 3400/7649 | loss 1.0903 | acc 0.3787
23:57:15 [train] batch 3600/7649 | loss 1.0903 | acc 0.3787
23:57:19 [train] batch 3800/7649 | loss 1.0903 | acc 0.3786
23:57:22 [train] batch 4000/7649 | loss 1.0904 | acc 0.3785
23:57:25 [train] batch 4200/7649 | loss 1.0904 | acc 0.3786
23:57:29 [train] batch 4400/7649 | loss 1.0904 | acc 0.3784
23:57:32 [train] batch 4600/7649 | loss 1.0904 | acc 0.3786
23:57:36 [train] batch 4800/7649 | loss 1.0904 | acc 0.3786
23:57:39 [train] batch 5000/7649 | loss 1.0903 | acc 0.3788
23:57:42 [train] batch 5200/7649 | loss 1.0903 | acc 0.3787
23:57:46 [train] batch 5400/7649 | loss 1.0903 | acc 0.3787
23:57:49 [train] batch 5600/7649 | loss 1.0903 | acc 0.3789
23:57:52 [train] batch 5800/7649 | loss 1.0903 | acc 0.3789
23:57:56 [train] batch 6000/7649 | loss 1.0903 | acc 0.3789
23:57:59 [train] batch 6200/7649 | loss 1.0903 | acc 0.3789
23:58:02 [train] batch 6400/7649 | loss 1.0902 | acc 0.3789
23:58:06 [train] batch 6600/7649 | loss 1.0902 | acc 0.3789
23:58:09 [train] batch 6800/7649 | loss 1.0902 | acc 0.3790
23:58:12 [train] batch 7000/7649 | loss 1.0902 | acc 0.3790
23:58:16 [train] batch 7200/7649 | loss 1.0902 | acc 0.3789
23:58:19 [train] batch 7400/7649 | loss 1.0902 | acc 0.3789
23:58:22 [train] batch 7600/7649 | loss 1.0902 | acc 0.3790
23:58:23 [train] batch 7649/7649 | loss 1.0902 | acc 0.3791
23:58:30 ✔ saved validation confusion matrix → confusion_val/run_20250523_233825/epoch_09.png
23:58:30 Epoch 09 | train 1.0902/0.3791 | val 1.0944/0.3668 | lr 5.00e-06
23:58:34 [train] batch 200/7649 | loss 1.0899 | acc 0.3819
23:58:38 [train] batch 400/7649 | loss 1.0899 | acc 0.3817
23:58:41 [train] batch 600/7649 | loss 1.0903 | acc 0.3812
